Chr	Start	spliceAImax_score
chr4	153712577	0.01
chr4	153720183	1.0
chr4	154584835	0.1
chr4	154744223	0.11
chr4	154827867	0.18
chr4	155209067	0.99
chr4	155373458	1.0
chr4	155667221	0.76
chr4	155785330	0.03
chr4	155842206	0.7
chr4	155854076	0.66
chr4	155937484	0.98
chr4	156767992	0.95
chr4	157321601	0.91
chr4	157341463	0.87
chr4	158210588	0.92
chr4	158560102	0.22
chr4	158645139	0.59
chr4	158697557	0.99
chr4	158721485	
chr4	158721486	
chr4	161776076	0.99
chr4	163325855	0.56
chr4	164977530	0.98
chr4	165039616	0.34
chr4	166030451	0.02
chr4	166100741	0.92
chr4	167119876	0.25
chr4	168179216	0.99
chr4	168181742	0.81
chr4	168378476	0.95
chr4	168396128	0.95
chr4	168403981	1.0
chr4	168421910	0.95
chr4	168461698	0.74
chr4	168470839	0.08
chr4	169116631	0.91
chr4	169120991	0.99
chr4	169130045	0.99
chr4	169268819	0.76
chr4	169438261	1.0
chr4	169479402	0.95
chr4	169729710	0.17
chr4	173313957	0.99
chr4	173317633	0.93
chr4	174298063	0.23
chr4	174918472	0.76
chr4	174930985	0.67
chr4	174937015	0.38
chr4	176066081	0.84
chr4	176126904	0.2
chr4	176160127	0.89
chr4	176166145	0.18
chr4	176173266	0.99
chr4	177335824	0.0
chr4	177353306	0.99
chr4	182323944	0.98
chr4	182600923	0.99
chr4	182679878	0.99
chr4	182915737	0.0
chr4	184116855	0.93
chr4	184419570	0.64
chr4	184661772	0.93
chr4	184682246	0.98
chr4	184734015	0.99
chr4	184783993	0.01
chr4	185396539	0.0
chr4	185403493	0.98
chr4	185432202	0.85
chr4	185440720	0.94
chr4	185458124	0.79
chr4	185508564	0.02
chr4	185690612	0.83
chr4	186162844	0.78
chr4	186251650	0.59
chr4	186617004	0.97
chr4	186723663	0.98
chr5	169593	0.99
chr5	446148	0.98
chr5	751132	0.99
chr5	755101	0.9
chr5	766921	0.0
chr5	814760	0.86
chr5	825252	0.84
chr5	843599	1.0
chr5	1037699	0.15
chr5	1060343	0.99
chr5	1063843	1.0
chr5	1078009	0.07
chr5	1219109	0.56
chr5	1219665	1.0
chr5	1239563	0.99
chr5	1242705	0.99
chr5	6377251	0.02
chr5	6656077	0.91
chr5	7859540	0.97
chr5	7862999	0.01
chr5	7868198	0.21
chr5	10307624	0.96
chr5	10449950	1.0
chr5	13841905	0.99
chr5	13844995	0.91
chr5	13922330	1.0
chr5	14497018	0.72
chr5	14751240	0.99
chr5	16762114	0.99
chr5	21752237	0.99
chr5	21752238	0.99
chr5	23522406	0.96
chr5	26915925	0.91
chr5	33441044	0.63
chr5	33453288	0.99
chr5	33549385	
chr5	33549386	
chr5	34813662	0.87
chr5	34908950	0.06
chr5	34915415	0.99
chr5	34998673	0.0
chr5	35012953	0.97
chr5	35039323	0.98
chr5	35875588	0.03
chr5	35909865	1.0
chr5	35955866	0.99
chr5	37122489	0.99
chr5	38438273	1.0
chr5	38527296	0.99
chr5	38556333	0.81
chr5	38885485	0.93
chr5	39134351	0.01
chr5	39308228	0.94
chr5	39311136	0.83
chr5	39342198	0.7
chr5	40936337	0.95
chr5	40959447	1.0
chr5	40998159	0.99
chr5	41004530	0.92
chr5	41009921	0.9
chr5	41033866	0.04
chr5	41039446	0.83
chr5	41049438	0.99
chr5	41057107	0.04
chr5	41057180	0.08
chr5	41149933	0.94
chr5	41181358	0.92
chr5	41181561	0.96
chr5	41203251	0.98
chr5	41794676	0.46
chr5	42565863	0.99
chr5	42811835	0.99
chr5	43479889	0.12
chr5	43479989	0.02
chr5	43490630	0.97
chr5	44812022	1.0
chr5	50668127	0.83
chr5	52944942	0.97
chr5	53107076	1.0
chr5	53109711	0.99
chr5	53886715	1.0
chr5	55108395	0.92
chr5	55128618	0.54
chr5	55379197	0.0
chr5	55883043	0.94
chr5	55896349	0.28
chr5	58494146	0.47
chr5	60899728	1.0
chr5	60922156	0.92
chr5	62398819	0.96
chr5	62419128	0.0
chr5	62476754	0.99
chr5	64214518	0.98
chr5	64783980	1.0
chr5	64807597	0.06
chr5	65170775	1.0
chr5	65242102	0.96
chr5	65334041	0.99
chr5	65629466	0.81
chr5	66075231	0.97
chr5	66917019	0.37
chr5	69189769	0.02
chr5	69202971	0.5
chr5	69371452	0.1
chr5	69396548	0.0
chr5	69514110	1.0
chr5	69565098	0.98
chr5	71038428	0.4
chr5	71060119	0.98
chr5	71061271	0.91
chr5	71470393	0.92
chr5	71719964	0.99
chr5	73128388	0.88
chr5	73684839	0.99
chr5	73774040	1.0
chr5	74696740	0.99
chr5	74718364	1.0
chr5	74766937	0.99
chr5	74865328	0.15
chr5	75138000	0.01
chr5	75597179	0.99
chr5	75653241	0.91
chr5	75707736	0.74
chr5	76606304	0.99
chr5	76728709	0.1
chr5	76728710	0.1
chr5	76728711	0.1
chr5	77407458	0.98
chr5	78509782	0.99
chr5	78816115	0.25
chr5	78985560	0.04
chr5	79069518	0.96
chr5	79082957	0.2
chr5	79083190	0.99
chr5	79126229	0.99
chr5	79237683	0.06
chr5	79761809	0.98
chr5	80056033	0.99
chr5	80072276	1.0
chr5	80477218	0.99
chr5	80501918	0.72
chr5	80670095	0.99
chr5	80741549	0.99
chr5	81346006	0.99
chr5	81473772	0.02
chr5	81615559	0.01
chr5	82304851	0.99
chr5	82304933	0.22
chr5	83353124	0.99
chr5	84254214	1.0
chr5	87399393	1.0
chr5	88824309	0.11
chr5	88825718	0.02
chr5	90712286	0.99
chr5	90863859	0.8
chr5	91379446	0.1
chr5	94692073	0.6
chr5	95525586	1.0
chr5	95537042	1.0
chr5	95550580	1.0
chr5	95653215	0.76
chr5	96781692	0.89
chr5	96784081	0.97
chr5	96800861	1.0
chr5	96895360	0.98
chr5	96958778	0.42
chr5	98773952	0.0
chr5	102390980	0.51
chr5	102399554	0.92
chr5	102458492	0.06
chr5	102475794	0.94
chr5	102926584	0.99
chr5	103259196	0.02
chr5	109368560	1.0
chr5	109383401	0.78
chr5	109770353	0.95
chr5	110424822	0.8
chr5	110424918	0.8
chr5	110638197	0.98
chr5	110755522	0.6
chr5	111120495	0.99
chr5	111120995	0.99
chr5	112165119	0.19
chr5	113053960	0.99
chr5	113340731	1.0
chr5	113553180	1.0
chr5	115813260	0.0
chr5	115832601	0.85
chr5	115842108	0.98
chr5	115902993	0.99
chr5	115902994	0.99
chr5	119152037	0.99
chr5	119355393	0.34
chr5	119392807	1.0
chr5	119479023	0.99
chr5	119632889	0.97
chr5	122019343	0.0
chr5	122391087	0.98
chr5	122449938	0.99
chr5	122817029	0.08
chr5	126465375	0.18
chr5	126466293	0.45
chr5	126469790	0.97
chr5	126484397	0.88
chr5	126608485	0.98
chr5	126805697	0.01
chr5	127052671	0.95
chr5	127653315	0.91
chr5	131916927	1.0
chr5	131974891	0.97
chr5	132198205	0.04
chr5	132198273	0.13
chr5	132209136	0.97
chr5	132210283	1.0
chr5	132227788	0.99
chr5	132313770	0.99
chr5	132334716	0.97
chr5	132387153	1.0
chr5	132605000	0.8
chr5	132749423	0.98
chr5	132998851	0.99
chr5	134174024	0.0
chr5	134199206	0.0
chr5	134302688	1.0
chr5	134360093	0.99
chr5	134366976	0.39
chr5	134380717	0.99
chr5	134771000	0.97
chr5	135834895	0.12
chr5	137267056	0.99
chr5	137637396	0.98
chr5	137870526	0.34
chr5	137945998	1.0
chr5	138115766	0.92
chr5	138145175	0.7
chr5	138187094	1.0
chr5	138441015	0.99
chr5	138574128	0.05
chr5	138880680	0.06
chr5	138880734	0.14
chr5	138951336	0.03
chr5	139276152	0.99
chr5	139322969	0.07
chr5	139325664	0.96
chr5	139388020	0.6
chr5	139428685	0.01
chr5	139822785	0.97
chr5	140363557	1.0
chr5	140564859	0.99
chr5	140633550	0.24
chr5	140668414	0.8
chr5	140669249	1.0
chr5	140692019	0.0
chr5	141527698	0.99
chr5	141639462	0.7
chr5	141643090	0.51
chr5	141671982	0.02
chr5	141672739	1.0
chr5	141930176	0.98
chr5	141939552	0.02
chr5	142771377	0.62
chr5	143402601	0.94
chr5	143820479	0.92
chr5	144162401	0.8
chr5	145819944	1.0
chr5	146339546	0.96
chr5	146480022	1.0
chr5	146878001	0.99
chr5	147343045	0.97
chr5	147828020	0.34
chr5	148101437	0.99
chr5	148118566	1.0
chr5	148131258	0.97
chr5	148213908	0.97
chr5	148314225	0.46
chr5	148427948	0.83
chr5	149026753	0.59
chr5	149052241	0.88
chr5	149259544	0.02
chr5	149301231	0.99
chr5	149319728	0.99
chr5	149340006	0.99
chr5	149597956	0.96
chr5	149609696	0.99
chr5	149619043	1.0
chr5	149830765	0.84
chr5	149883428	0.99
chr5	149903647	0.92
chr5	149960981	0.9
chr5	149996431	0.98
chr5	150010109	0.89
chr5	150120887	0.98
chr5	150121879	0.98
chr5	150130537	0.29
chr5	150403314	1.0
chr5	150406258	0.97
chr5	150528299	1.0
chr5	150540266	0.02
chr5	150670639	0.09
chr5	150671753	0.98
chr5	150847221	0.6
chr5	150903327	0.13
chr5	151101509	0.99
chr5	151103569	1.0
chr5	151342887	0.98
chr5	151565669	
chr5	151565668	
chr5	151790321	0.99
chr5	153491333	0.12
chr5	154820474	1.0
chr5	154834842	0.99
chr5	154931579	0.93
chr5	154937187	0.11
chr5	157057897	1.0
chr5	157058920	0.89
chr5	157238108	0.98
chr5	157238192	0.99
chr5	157481004	0.25
chr5	157496893	1.0
chr5	157675201	0.55
chr5	157731633	0.06
chr5	157794974	0.99
chr5	159270001	0.99
chr5	160421892	0.99
chr5	160602575	1.0
chr5	161847787	0.02
chr5	161882702	0.99
chr5	162067642	0.22
chr5	162083622	0.0
chr5	163437751	0.75
chr5	163437758	0.05
chr5	163457082	0.03
chr5	168195296	1.0
chr5	168408654	0.99
chr5	168464964	0.89
chr5	168671484	0.93
chr5	169599160	1.0
chr5	170383852	0.99
chr5	170385473	1.0
chr5	170669497	0.24
chr5	171387235	0.74
chr5	172003312	0.06
chr5	172897075	1.0
chr5	172958802	0.98
chr5	173080582	0.99
chr5	173608293	1.0
chr5	173608294	0.99
chr5	173609435	0.89
chr5	173609436	0.98
chr5	173998240	0.89
chr5	173999800	0.57
chr5	176099019	0.87
chr5	176101045	0.99
chr5	176101046	0.99
chr5	176629966	0.13
chr5	176642709	0.47
chr5	176881537	0.94
chr5	176896063	0.98
chr5	176970740	0.98
chr5	176970741	0.98
chr5	176975394	0.99
chr5	177002113	0.07
chr5	177087019	0.85
chr5	177091810	0.99
chr5	177306421	0.94
chr5	177351171	0.99
chr5	177387993	0.93
chr5	177388191	0.99
chr5	177404498	0.89
chr5	177404665	0.9
chr5	177405734	0.79
chr5	177516837	0.97
chr5	177737114	0.99
chr5	178205047	1.0
chr5	178231403	0.98
chr5	178239140	0.98
chr5	178247525	0.89
chr5	178262215	0.91
chr5	178613726	0.98
chr5	178941388	0.72
chr5	179151202	0.09
chr5	179207511	1.0
chr5	179560023	0.99
chr5	179723780	0.01
chr5	179795857	0.89
chr5	179806593	0.0
chr5	179833586	0.97
chr5	179836435	0.92
chr5	179837886	0.0
chr5	179844151	0.86
chr5	180316862	1.0
chr5	180494765	0.89
chr5	180614181	0.02
chr5	180848084	0.31
chr5	180902398	0.03
chr5	180948376	0.21
chr5	181054260	0.78
chr5	181056536	0.33
chr5	181204020	0.63
chr5	181242347	0.36
chr6	395009	0.5
chr6	2675126	0.73
chr6	2680292	1.0
chr6	2683164	0.99
chr6	2685294	1.0
chr6	2836252	0.0
chr6	3016882	0.99
chr6	3068858	0.59
chr6	3127410	0.4
chr6	3444818	0.1
chr6	4127761	0.0
chr6	6305350	1.0
chr6	7355112	0.61
chr6	7365577	0.98
chr6	7374133	0.97
chr6	7889582	0.98
chr6	7909811	0.42
chr6	8413700	0.96
chr6	8416997	1.0
chr6	10687479	0.22
chr6	10694492	0.9
chr6	10755233	0.9
chr6	10758936	
chr6	10758937	
chr6	10758938	
chr6	10817849	0.0
chr6	11770029	0.67
chr6	12718441	0.08
chr6	13267837	0.0
chr6	13306397	1.0
chr6	13307747	1.0
chr6	13574834	0.69
chr6	13618057	0.99
chr6	14117850	0.99
chr6	15533238	0.14
chr6	16238782	0.99
chr6	17129111	0.98
chr6	17606014	0.99
chr6	17606015	0.99
chr6	17771113	0.99
chr6	18150654	0.27
chr6	18155573	0.03
chr6	18191382	0.93
chr6	18197235	0.82
chr6	18236451	1.0
chr6	18387632	0.87
chr6	18399700	0.99
chr6	22290354	0.98
chr6	24403238	0.06
chr6	24416514	1.0
chr6	24433185	0.97
chr6	24551526	0.94
chr6	24579857	0.59
chr6	24698068	0.64
chr6	24701457	0.98
chr6	24701458	0.96
chr6	25653381	0.97
chr6	25754783	0.93
chr6	25768334	0.32
chr6	25811637	0.89
chr6	25830523	0.96
chr6	26093233	0.98
chr6	26368051	0.86
chr6	26370605	0.98
chr6	26373098	0.98
chr6	26373414	0.96
chr6	26390708	0.9
chr6	26402414	0.99
chr6	26465974	0.97
chr6	27255246	0.99
chr6	27395016	0.2
chr6	28148312	0.78
chr6	28335829	0.18
chr6	28350389	0.0
chr6	28531897	0.34
chr6	28998840	0.96
chr6	29458452	0.89
chr6	29460402	0.15
chr6	29667926	0.91
chr6	29828045	0.98
chr6	29944618	0.2
chr6	30075222	0.99
chr6	30111647	0.89
chr6	30146090	0.99
chr6	30147543	0.71
chr6	30617091	0.3
chr6	30617944	0.99
chr6	30690019	0.68
chr6	30721799	0.67
chr6	30741869	0.9
chr6	30884537	0.32
chr6	30915744	0.98
chr6	30924352	0.99
chr6	30931576	0.96
chr6	31138780	0.14
chr6	31145074	0.22
chr6	31355105	1.0
chr6	31356444	0.83
chr6	31410798	0.6
chr6	31411360	0.88
chr6	31505872	0.97
chr6	31545582	0.31
chr6	31581813	0.95
chr6	31581860	0.9
chr6	31582255	0.95
chr6	31615355	0.86
chr6	31616342	0.98
chr6	31622688	0.31
chr6	31636509	1.0
chr6	31664840	0.96
chr6	31665860	0.98
chr6	31671286	1.0
chr6	31688787	0.99
chr6	31720092	0.95
chr6	31864650	0.82
chr6	31865009	0.99
chr6	31870811	0.94
chr6	31928194	0.03
chr6	31943100	1.0
chr6	31961387	0.72
chr6	31964126	0.09
chr6	31964135	0.09
chr6	31995004	0.96
chr6	32029880	0.99
chr6	32039073	0.87
chr6	32042010	0.01
chr6	32130094	0.96
chr6	32212822	0.9
chr6	32219591	0.9
chr6	32300702	0.82
chr6	32335459	0.07
chr6	32371693	0.94
chr6	32404938	0.9
chr6	32405287	0.77
chr6	32518079	0.98
chr6	32518555	1.0
chr6	32530123	0.96
chr6	32530124	0.99
chr6	32580745	1.0
chr6	32584379	0.9
chr6	32589641	0.92
chr6	32589642	0.99
chr6	32660858	0.06
chr6	32660883	0.62
chr6	32661459	0.31
chr6	32758849	0.98
chr6	32829399	0.99
chr6	32830442	1.0
chr6	32979089	0.06
chr6	33007079	0.84
chr6	33200939	1.0
chr6	33289621	0.65
chr6	33667790	1.0
chr6	33726730	0.18
chr6	33803952	0.99
chr6	34248726	0.91
chr6	34424842	0.11
chr6	34425795	0.74
chr6	35128792	0.16
chr6	35293916	0.82
chr6	35457601	0.76
chr6	35510859	0.92
chr6	35787122	0.51
chr6	35944341	0.98
chr6	36024503	0.97
chr6	36200295	0.98
chr6	36425912	0.96
chr6	36481561	0.99
chr6	36524464	0.97
chr6	36678906	0.17
chr6	36746394	1.0
chr6	36800072	1.0
chr6	36856585	1.0
chr6	36916576	0.83
chr6	36963822	0.82
chr6	37215196	0.07
chr6	38761700	0.97
chr6	38770561	0.95
chr6	38899907	0.96
chr6	38917924	0.98
chr6	39113722	0.06
chr6	39311009	0.26
chr6	39317784	0.96
chr6	39578055	1.0
chr6	39639758	1.0
chr6	41042779	0.78
chr6	41072334	0.79
chr6	41075475	0.0
chr6	41075476	0.0
chr6	41150260	0.76
chr6	41159884	0.98
chr6	41229045	0.99
chr6	41236618	0.66
chr6	41734312	0.46
chr6	41737005	0.97
chr6	41778032	0.96
chr6	41931831	1.0
chr6	42103879	0.96
chr6	42155486	0.4
chr6	42619466	0.08
chr6	42619467	
chr6	43016419	0.01
chr6	43043182	1.0
chr6	43045586	1.0
chr6	43076987	0.77
chr6	43185455	0.83
chr6	43220601	0.4
chr6	43304245	0.96
chr6	43449027	0.82
chr6	43478136	0.32
chr6	43561399	0.0
chr6	43605320	0.95
chr6	43675618	1.0
chr6	43771314	0.99
chr6	44179618	0.96
chr6	44180501	0.94
chr6	44180664	0.99
chr6	44352874	0.94
chr6	44961752	1.0
chr6	45003651	1.0
chr6	45321795	0.76
chr6	46553766	0.92
chr6	46588131	0.85
chr6	46709325	0.72
chr6	46711495	0.76
chr6	46722781	0.38
chr6	47707339	0.99
chr6	49435455	1.0
chr6	49472184	0.86
chr6	49472788	0.99
chr6	49695834	0.96
chr6	49713499	0.92
chr6	49713500	0.92
chr6	49736509	0.98
chr6	49846518	0.99
chr6	49852131	0.97
chr6	50019126	0.87
chr6	51836403	0.74
chr6	52238729	1.0
chr6	52282863	0.99
chr6	52423685	
chr6	52423686	0.78
chr6	52479251	1.0
chr6	52837557	0.96
chr6	52840726	1.0
chr6	52897824	1.0
chr6	53045790	0.43
chr6	53061420	0.48
chr6	54343224	0.81
chr6	55495609	0.98
chr6	55760456	0.98
chr6	56064577	0.91
chr6	56124293	0.98
chr6	56166904	0.99
chr6	56600067	0.99
chr6	56617985	0.64
chr6	56634955	0.99
chr6	61816954	0.38
chr6	62177314	1.0
chr6	63679998	1.0
chr6	64230825	0.98
chr6	64388842	0.99
chr6	64626119	1.0
chr6	65057613	0.97
chr6	65579739	0.0
chr6	69699041	0.24
chr6	69737941	0.99
chr6	70894274	0.0
chr6	72213223	0.61
chr6	73129791	0.04
chr6	73354113	1.0
chr6	73480996	0.24
chr6	73519517	0.97
chr6	73808249	0.92
chr6	73815124	0.62
chr6	75891308	1.0
chr6	75895261	0.56
chr6	76072421	0.89
chr6	79631507	0.99
chr6	79699496	1.0
chr6	80004714	0.98
chr6	80005829	0.69
chr6	80031560	0.99
chr6	80037959	0.99
chr6	80200932	0.99
chr6	82364330	0.71
chr6	83148864	0.99
chr6	83156105	0.0
chr6	83398366	0.99
chr6	83521640	0.49
chr6	83521641	0.48
chr6	83708415	0.38
chr6	83708663	0.68
chr6	83918066	0.88
chr6	84087282	0.43
chr6	84169326	0.82
chr6	84175348	0.94
chr6	84200907	1.0
chr6	85487491	1.0
chr6	85508061	0.95
chr6	87086515	0.02
chr6	87322633	0.0
chr6	87323032	0.7
chr6	87323045	0.7
chr6	87410669	1.0
chr6	87515022	0.94
chr6	87553029	0.17
chr6	87589921	0.97
chr6	87609091	0.88
chr6	89203490	0.71
chr6	89713298	0.91
chr6	89743149	1.0
chr6	90008858	0.0
chr6	90089111	0.97
chr6	93246987	0.95
chr6	96603601	0.97
chr6	96831780	0.01
chr6	97105441	0.47
chr6	98927704	0.99
chr6	99464599	1.0
chr6	99476142	0.99
chr6	99514035	0.45
chr6	99551839	0.92
chr6	100767144	1.0
chr6	100800506	0.12
chr6	106555898	0.94
chr6	106663187	0.98
chr6	107030108	0.19
chr6	107154778	0.99
chr6	107503796	1.0
chr6	107720994	0.41
chr6	107921911	0.0
chr6	108561084	0.88
chr6	109129302	0.21
chr6	109129493	0.12
chr6	109140420	0.45
chr6	109381502	0.15
chr6	109400034	0.99
chr6	109441172	1.0
chr6	109448395	0.84
chr6	109451702	0.99
chr6	109453262	0.98
chr6	109453846	0.99
chr6	109454240	0.92
chr6	109573596	0.19
chr6	110404772	0.85
chr6	110410509	0.24
chr6	110476520	0.99
chr6	111262427	1.0
chr6	111344045	0.01
chr6	112054334	0.23
chr6	112201606	0.43
chr6	112216367	1.0
chr6	115944243	0.99
chr6	116462456	0.94
chr6	116554352	0.95
chr6	116668564	0.97
chr6	116765146	0.96
chr6	116910934	0.96
chr6	116919135	0.98
chr6	117337171	0.45
chr6	117387779	0.63
chr6	117389847	0.96
chr6	117393322	0.95
chr6	117425533	0.96
chr6	117521577	0.0
chr6	118856546	0.92
chr6	118974427	0.99
chr6	118975210	0.37
chr6	119016746	0.98
chr6	121317494	1.0
chr6	121334433	0.03
chr6	122431429	1.0
chr6	122451756	1.0
chr6	122801407	0.82
chr6	123273364	0.35
chr6	123273365	0.18
chr6	123279055	0.5
chr6	123377865	0.92
chr6	123377900	0.93
chr6	123438062	0.99
chr6	123529295	0.82
chr6	124983523	0.0
chr6	124996657	0.46
chr6	125301848	0.99
chr6	125796678	0.38
chr6	126011418	1.0
chr6	127459174	0.32
chr6	127985719	0.34
chr6	129403819	0.98
chr6	129833586	0.93
chr6	130019714	0.33
chr6	130022225	1.0
chr6	130222693	0.94
chr6	130385237	0.86
chr6	131586938	0.0
chr6	131652540	0.99
chr6	131852236	0.84
chr6	131854924	0.92
chr6	132372829	0.99
chr6	132734251	0.99
chr6	132751519	0.51
chr6	132752459	0.74
chr6	132815090	0.94
chr6	133382442	0.88
chr6	134932775	0.99
chr6	135290422	0.93
chr6	135429881	0.99
chr6	135497187	0.72
chr6	136613119	1.0
chr6	136639639	0.87
chr6	137044640	0.94
chr6	137154940	0.87
chr6	138496372	1.0
chr6	138812978	0.77
chr6	138844582	0.95
chr6	138876471	0.66
chr6	138885580	0.85
chr6	138902498	0.95
chr6	139270454	0.94
chr6	142133849	0.99
chr6	142134046	0.04
chr6	143095927	0.14
chr6	143095928	0.14
chr6	143096070	0.14
chr6	143335120	0.65
chr6	143844619	0.97
chr6	144448771	0.96
chr6	144531051	0.99
chr6	145625725	0.0
chr6	146544123	0.99
chr6	146763900	0.93
chr6	148471415	0.99
chr6	149335558	0.05
chr6	149342834	0.73
chr6	149837337	0.98
chr6	149946655	0.53
chr6	150021188	0.9
chr6	150721202	0.17
chr6	150819775	0.01
chr6	151464620	0.97
chr6	151807505	0.46
chr6	152698099	0.97
chr6	154087786	0.06
chr6	155013824	0.46
chr6	155127602	0.97
chr6	156871654	0.73
chr6	157672723	0.48
chr6	158637207	0.96
chr6	158651843	0.94
chr6	158713879	0.55
chr6	158745659	0.99
chr6	158762179	0.84
chr6	158818168	0.0
chr6	158986423	0.49
chr6	159044877	0.99
chr6	159197430	0.93
chr6	160548661	0.98
chr6	160577135	0.98
chr6	160578706	0.99
chr6	160585045	0.52
chr6	160585206	0.97
chr6	160591103	1.0
chr6	160605045	0.89
chr6	160605206	0.94
chr6	160611561	0.37
chr6	160650337	0.7
chr6	162728392	0.85
chr6	165281639	0.99
chr6	165301568	1.0
chr6	166948626	0.84
chr6	167298071	0.96
chr6	167306051	0.92
chr6	167315179	1.0
chr6	167827933	0.49
chr6	167872212	0.82
chr6	168042717	0.72
chr6	168061806	0.99
chr6	168066753	0.99
chr6	168066832	0.99
chr6	168075336	0.91
chr6	168078881	0.98
chr6	169572542	0.31
chr6	169582935	0.97
chr6	169636370	0.64
chr6	169659449	0.9
chr6	169751664	0.94
chr7	816674	0.99
chr7	817500	0.37
chr7	822720	0.03
chr7	855193	0.15
chr7	920782	0.35
chr7	1498973	1.0
chr7	1539148	0.98
chr7	1547183	0.96
chr7	1567851	0.99
chr7	1936686	1.0
chr7	1980543	0.99
chr7	2216289	1.0
chr7	2242977	0.25
chr7	2250641	0.19
chr7	2250736	0.03
chr7	2250737	0.08
chr7	2380278	0.79
chr7	2567164	0.94
chr7	2572327	0.45
chr7	2578357	0.99
chr7	2586372	0.94
chr7	2589906	1.0
chr7	2593127	0.96
chr7	2738858	0.0
chr7	2980519	0.25
chr7	4175835	0.99
chr7	4775757	0.99
chr7	4788152	0.98
chr7	5320427	0.99
chr7	5376225	0.99
chr7	5376226	0.35
chr7	5604032	0.3
chr7	5730713	0.02
chr7	5882491	0.98
chr7	5901706	0.65
chr7	5902746	0.1
chr7	5932780	0.54
chr7	6014901	0.01
chr7	6398719	0.48
chr7	6577588	0.52
chr7	6588394	0.38
chr7	6757591	0.97
chr7	6791998	0.55
chr7	6800947	1.0
chr7	7372997	0.99
chr7	7381613	0.88
chr7	7432701	0.8
chr7	7517839	0.81
chr7	7673314	
chr7	7673322	
chr7	7673317	
chr7	7673320	
chr7	7673311	
chr7	8139049	0.56
chr7	8261998	0.42
chr7	10938807	0.99
chr7	12336140	0.88
chr7	12336987	0.78
chr7	12343180	0.94
chr7	12361523	0.97
chr7	12367495	0.75
chr7	12374688	0.37
chr7	12379568	0.98
chr7	12581223	0.99
chr7	12688168	0.94
chr7	15385563	1.0
chr7	15560140	1.0
chr7	16308628	0.76
chr7	16527043	1.0
chr7	16862061	0.96
chr7	17821682	0.97
chr7	17880966	0.13
chr7	18502641	0.12
chr7	18658043	0.07
chr7	18658044	0.07
chr7	19116133	0.82
chr7	19729439	0.76
chr7	20141160	0.91
chr7	20160247	0.93
chr7	20626612	0.99
chr7	20650149	0.97
chr7	20651418	0.99
chr7	20743075	0.99
chr7	21558999	0.85
chr7	21601395	0.98
chr7	21616294	0.65
chr7	21861852	0.98
chr7	21900122	0.59
chr7	23125760	0.59
chr7	23505571	0.95
chr7	23700784	0.98
chr7	25151595	0.99
chr7	25226624	0.89
chr7	26197620	1.0
chr7	26206512	1.0
chr7	26208556	1.0
chr7	26208557	1.0
chr7	26684850	0.97
chr7	27164876	0.98
chr7	29092703	1.0
chr7	29146340	0.24
chr7	29146428	0.99
chr7	29292923	0.19
chr7	29367931	0.97
chr7	30028803	0.98
chr7	30049426	0.59
chr7	30055255	0.92
chr7	30437658	0.08
chr7	30628670	0.1
chr7	30681914	0.94
chr7	30852280	0.55
chr7	30859255	0.73
chr7	31553000	0.78
chr7	31554524	1.0
chr7	31578435	0.14
chr7	31642681	0.89
chr7	31643954	0.16
chr7	31651271	0.97
chr7	32070396	0.76
chr7	32963703	0.01
chr7	33152852	1.0
chr7	33264288	0.99
chr7	33367863	1.0
chr7	36335045	0.99
chr7	36406568	0.99
chr7	36426914	0.99
chr7	37683904	0.97
chr7	37685299	0.4
chr7	37729914	0.24
chr7	37863463	0.76
chr7	38201712	0.2
chr7	38262219	0.98
chr7	38771256	0.55
chr7	40182029	1.0
chr7	40195061	1.0
chr7	42935137	1.0
chr7	43645400	0.97
chr7	43881699	0.0
chr7	43938429	0.89
chr7	44076508	0.98
chr7	44111058	0.99
chr7	44228926	0.85
chr7	44517206	0.98
chr7	47834387	0.74
chr7	47835132	0.75
chr7	47940192	0.56
chr7	47994314	0.98
chr7	48089252	0.84
chr7	48089253	0.84
chr7	48089419	0.95
chr7	48338456	1.0
chr7	48372167	0.47
chr7	48392141	1.0
chr7	48412584	1.0
chr7	48644615	0.99
chr7	50134106	0.41
chr7	50136077	0.1
chr7	50140182	0.53
chr7	50528136	0.93
chr7	50604309	0.9
chr7	50605289	0.99
chr7	54759160	0.87
chr7	55154010	0.98
chr7	55571708	0.19
chr7	55819225	0.97
chr7	55906252	0.97
chr7	55951931	0.56
chr7	56019599	1.0
chr7	56034104	0.72
chr7	56034149	0.54
chr7	56064380	0.99
chr7	57462588	0.01
chr7	64069610	0.89
chr7	64669025	0.21
chr7	64669028	
chr7	64669035	0.21
chr7	64669036	0.21
chr7	64706323	0.91
chr7	64794573	0.81
chr7	64814057	0.59
chr7	64989946	0.44
chr7	66082452	1.0
chr7	66082938	0.94
chr7	66089336	0.99
chr7	66145501	0.98
chr7	66994210	0.93
chr7	67098719	1.0
chr7	70435782	0.99
chr7	72940517	1.0
chr7	73578419	0.89
chr7	73683674	0.96
chr7	74043036	0.82
chr7	74060601	0.03
chr7	74214820	0.31
chr7	74752088	0.99
chr7	75064649	0.96
chr7	75073178	0.88
chr7	75496673	0.96
chr7	75501757	0.81
chr7	75559730	0.99
chr7	75813424	0.98
chr7	75813642	0.99
chr7	75982323	0.98
chr7	75987537	0.84
chr7	76303982	0.99
chr7	76463710	0.94
