MIM Number	Approved Gene Symbol	Phenotypes
614806	DMRTC2	
603474	RPS19	Diamond-Blackfan anemia 1, 105650 (3), Autosomal dominant
112205	CD79A	Agammaglobulinemia 3, 613501 (3), Autosomal recessive
601855	ARHGEF1	?Immunodeficiency 62, 618459 (3), Autosomal recessive
604925	RABAC1	
182350	ATP1A3	Alternating hemiplegia of childhood 2, 614820 (3), Autosomal dominant; Dystonia-12, 128235 (3), Autosomal dominant; CAPOS syndrome, 601338 (3), Autosomal dominant; Developmental and epileptic encephalopathy 99, 619606 (3), Autosomal dominant
600283	GRIK5	
164176	POU2F2	
617078	DEDD2	
614387	ZNF526	Dentici-Novelli neurodevelopmental syndrome, 619877 (3), Autosomal recessive
606784	GSK3A	
611888	ERF	Craniosynostosis 4, 600775 (3), Autosomal dominant; Chitayat syndrome, 617180 (3), Autosomal dominant
612082	CIC	Intellectual developmental disorder, autosomal dominant 45, 617600 (3), Autosomal dominant
603074	PAFAH1B3	
604267	MEGF8	Carpenter syndrome 2, 614976 (3), Autosomal recessive
611764	CNFN	
151750	LIPE	Lipodystrophy, familial partial, type 6, 615980 (3), Autosomal recessive
611387	CXCL17	
109770	CEACAM1	
615747	CEACAM8	
176392	PSG3	
176397	PSG8	
176399	PSG10P	
176390	PSG1	
176395	PSG6	
176396	PSG7	
176401	PSG11	
176391	PSG2	
176394	PSG5	
176393	PSG4	
176398	PSG9	
605157		
162860	CD177	
612665	TEX101	
609484	LYPD3	
608451	ETHE1	Ethylmalonic encephalopathy, 602473 (3), Autosomal recessive
194360	XRCC1	?Spinocerebellar ataxia, autosomal recessive 26, 617633 (3), Autosomal recessive
609744	CADM4	
173391	PLAUR	
620634	IRGC	
613176	SMG9	Heart and brain malformation syndrome, 616920 (3), Autosomal recessive; Neurodevelopmental disorder with intention tremor, pyramidal signs, dyspraxia, and ocular anomalies, 619995 (3), Autosomal recessive
602754	KCNN4	Dehydrated hereditary stomatocytosis 2, 616689 (3), Autosomal dominant
619618	LYPD5	
194554	ZNF45	
604086	ZNF155	
617357	ZNF222	
194555	ZNF224	
604750	ZNF234	
604749	ZNF235	
603994	ZNF112	
620827	ZNF229	
606740	ZNF180	
173850	PVR	
606691	CEACAM19	
614591	CEACAM16	Deafness, autosomal dominant 4B, 614614 (3), Autosomal dominant; Deafness, autosomal recessive 113, 618410 (3), Autosomal recessive
109560	BCL3	Leukemia/lymphoma, B-cell, 3, 109560 (2)
608453	CBLC	
612773	BCAM	[Blood group, Lutheran system], 111200 (3); [Blood group, Auberger system], 111200 (3); [Blood group, Lutheran null], 247420 (3), Autosomal recessive
600798	NECTIN2	
608061	TOMM40	
107741	APOE	Alzheimer disease 2, 104310 (3), Autosomal dominant; Sea-blue histiocyte disease, 269600 (3), Autosomal recessive; {?Alzheimer disease, protection against, due to APOE3-Christchurch}, 607822 (3), Autosomal dominant; {Coronary artery disease, severe, susceptibility to}, 617347 (3); Lipoprotein glomerulopathy, 611771 (3); {?Macular degeneration, age-related}, 603075 (3), Autosomal dominant; Hyperlipoproteinemia, type III, 617347 (3)
107710	APOC1	
600745	APOC4	
608083	APOC2	Hyperlipoproteinemia, type Ib, 207750 (3), Autosomal recessive
604783	CLPTM1	
604758	RELB	?Immunodeficiency 53, 617585 (3), Autosomal recessive
618532	CLASRP	
613226	ZNF296	
607419	GEMIN7	
610396	TRAPPC6A	
609762	BLOC1S3	Hermansky-Pudlak syndrome 8, 614077 (3), Autosomal recessive
616927	EXOC3L2	
606495	MARK4	
123310	CKM	
601334	KLC3	
126340	ERCC2	Xeroderma pigmentosum, group D, 278730 (3), Autosomal recessive; Trichothiodystrophy 1, photosensitive, 601675 (3), Autosomal recessive; ?Cerebrooculofacioskeletal syndrome 2, 610756 (3), Autosomal recessive
607463	PPP1R13L	Arrhythmogenic cardiomyopathy with variable ectodermal abnormalities, 620519 (3), Autosomal recessive
107325	POLR1G	
126380	ERCC1	Cerebrooculofacioskeletal syndrome 4, 610758 (3), Autosomal recessive
164772	FOSB	
165060	TRU-TCA1-1	Thyroid hormone metabolism, abnormal, 3, 620198 (3), Autosomal recessive
603183	RTN2	Neuronopathy, distal hereditary motor, autosomal recessive 11, with spasticity, 620854 (3), Autosomal recessive; Spastic paraplegia 12, autosomal dominant, 604805 (3), Autosomal dominant
601703	VASP	
606580	OPA3	3-methylglutaconic aciduria, type III, 258501 (3), Autosomal recessive; Optic atrophy 3 with cataract, 165300 (3), Autosomal dominant
600551	GPR4	
617494	EML2	
137241	GIPR	
601061	SNRPD2	
609117	FBXO46	
600963	SIX5	Branchiootorenal syndrome 2, 610896 (3)
605377	DMPK	Myotonic dystrophy 1, 160900 (3), Autosomal dominant
609857	DMWD	
607548	RSPH6A	
602388	SYMPK	
602295	FOXA3	
615331	IRF2BP1	
617861	MYPOP	
608228	NANOS2	
601991	NOVA2	Neurodevelopmental disorder with or without autistic features and/or structural brain abnormalities, 618859 (3), Autosomal dominant
620676	CCDC61	
604963	PGLYRP1	
610547	IGFL4	
610545	IGFL2	
610546	IGFL3	
610544	IGFL1	
609976	HIF3A	
600658	PPP5C	
614145	CCDC8	3-M syndrome 3, 614205 (3), Autosomal recessive
620159	PNMA8B	
114183	CALM3	Long QT syndrome 16, 618782 (3), Autosomal dominant; ?Ventricular tachycardia, catecholaminergic polymorphic 6, 618782 (3), Autosomal dominant
600022	PTGIR	
611112	DACT3	
607074	PRKD2	
614767	STRN4	
606596	FKRP	Muscular dystrophy-dystroglycanopathy (congenital with or without impaired intellectual development), type B, 5, 606612 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5, 607155 (3), Autosomal recessive; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5, 613153 (3), Autosomal recessive
109190	SLC1A5	
602242	AP2S1	Hypocalciuric hypercalcemia, type III, 600740 (3), Autosomal dominant
605277	ARHGAP35	
603346	NPAS1	
620258	TMEM160	
619498	ZC3H4	
613294	SAE1	
605854	BBC3	
113995	C5AR1	
609949	C5AR2	
615475	DHX34	
619443	MEIS3	
601901	SLC8A2	
615620	KPTN	Intellectual developmental disorder, autosomal recessive 41, 615637 (3), Autosomal recessive
603215	NAPA	
619942	ZNF541	
605690	BICRA	Coffin-Siris syndrome 12, 619325 (3), Autosomal dominant
605890	EHD2	
605691	NOP53	
603235	SELENOW	
611166	TPRX1	
602225	CRX	Leber congenital amaurosis 7, 613829 (3); Cone-rod retinal dystrophy-2, 120970 (3), Autosomal dominant
620360	TPRX2	
125263	SULT2A1	
612213	BSPH1	
607443	ELSPBP1	
607315	CABP5	
603602	PLA2G4C	
126391	LIG1	Immunodeficiency 96, 619774 (3), Autosomal recessive
609051	CARD8	?Inflammatory bowel disease (Crohn disease) 30, 619079 (3), Autosomal dominant
603996	ZNF114	
615038	ODAD1	Ciliary dyskinesia, primary, 20, 615067 (3), Autosomal recessive
602335	EMP3	
608373	SYNGR4	
131235	KDELR1	
602717	GRIN2D	Developmental and epileptic encephalopathy 46, 617162 (3), Autosomal dominant
610597	GRWD1	
603953	KCNJ14	
602488	CYTH2	
619624	LMTK3	
604125	SULT2B1	Ichthyosis, congenital, autosomal recessive 14, 617571 (3), Autosomal recessive
609932	SPACA4	
604179	RPL18	?Diamond-Blackfan anemia 18, 618310 (3), Autosomal dominant
607092	SPHK2	
124097	DBP	
604644	CA11	
182100	FUT2	{Norwalk virus infection, resistance to} (3); {Vitamin B12 plasma level QTL1}, 612542 (3); [Bombay phenotype, digenic], 616754 (3), Autosomal recessive
610349	MAMSTR	
609623	RASIP1	
609278	IZUMO1	
211100	FUT1	[Bombay phenotype], 616754 (3), Autosomal recessive
609436	FGF21	
113530	BCAT2	?Hypervalinemia or hyperleucine-isoleucinemia, 618850 (3), Autosomal recessive
612832	HSD17B14	
607769	PLEKHA4	
611048	PPP1R15A	
602309	TULP2	
601323	NUCB1	
606377	DHDH	
600040	BAX	Colorectal cancer, somatic, 114500 (3); T-cell acute lymphoblastic leukemia, somatic, 613065 (3)
134790	FTL	Hyperferritinemia-cataract syndrome, 600886 (3), Autosomal dominant; L-ferritin deficiency, dominant and recessive, 615604 (3), Autosomal dominant, Autosomal recessive; Neurodegeneration with brain iron accumulation 3, 606159 (3), Autosomal dominant
138570	GYS1	Glycogen storage disease 0, muscle, 611556 (3), Autosomal recessive
604788	RUVBL2	
152780	LHB	Hypogonadotropic hypogonadism 23 with or without anosmia, 228300 (3), Autosomal recessive
118860	CGB3	
608824	CGB2	
608823	CGB1	
608825	CGB5	
608827	CGB8	
608826	CGB7	
162662	NTF4	Glaucoma 1, open angle, 1O, 613100 (3)
176268	KCNA7	
180740	SNRNP70	
612331	LIN7B	
603144	PPFIA3	
142705	HRC	
606936	TRPM4	Progressive familial heart block, type IB, 604559 (3), Autosomal dominant; Erythrokeratodermia variabilis et progressiva 6, 618531 (3), Autosomal dominant
607972	SLC6A16	
151523	CD37	
601729	TEAD2	
605418	DKKL1	
618125	KASH5	Spermatogenic failure 88, 620547 (3), Autosomal recessive; Premature ovarian failure 22, 620548 (3)
608386	PTH2	
618696	GFY	
605208	SLC17A7	
611480	PIH1D1	
613358	ALDH16A1	
600007	FLT3LG	
619225	RPL13A	
180471	RPS11	
611114	MIR150	
601437	FCGRT	
619032	RCN3	
616759	NOSIP	
604429	PRRG2	
616633	PRR12	Neuroocular syndrome, 619539 (3), Autosomal dominant
165090	RRAS	
617264	SCAF1	
603734	IRF3	{Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 7}, 616532 (3), Autosomal dominant
610837	BCL2L12	
602950	PRMT1	
608846	CPT1C	?Spastic paraplegia 73, autosomal dominant, 616282 (3), Autosomal dominant
608253	TSKS	
601026	AP2A1	
610622	FUZ	{Neural tube defects, susceptibility to}, 182940 (3), Autosomal dominant
610197	MED25	Basel-Vanagait-Smirin-Yosef syndrome, 616449 (3), Autosomal recessive
610195	PTOV1	
605610	PNKP	?Charcot-Marie-Tooth disease, type 2B2, 605589 (3), Autosomal recessive; Ataxia-oculomotor apraxia 4, 616267 (3), Autosomal recessive; Microcephaly, seizures, and developmental delay, 613402 (3), Autosomal recessive
610221	AKT1S1	
616659	TBC1D17	
609742	IL4I1	
605815	NUP62	Striatonigral degeneration, infantile, 271930 (3), Autosomal recessive
606398	ATF5	
607157	SIGLEC11	
619771	VRK3	
617908	ZNF473	
618895	IZUMO2	
608568	MYH14	?Peripheral neuropathy, myopathy, hoarseness, and hearing loss, 614369 (3), Autosomal dominant; Deafness, autosomal dominant 4A, 600652 (3), Autosomal dominant
176264	KCNC3	Spinocerebellar ataxia 13, 605259 (3), Autosomal dominant
605631	NAPSA	
600380	NR1H2	
174761	POLD1	Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome, 615381 (3), Autosomal dominant; Immunodeficiency 120, 620836 (3), Autosomal recessive; {Colorectal cancer, susceptibility to, 10}, 612591 (3), Autosomal dominant
606802	SPIB	
160793	MYBPC2	
619890	GARIN5A	
614545	EMC10	Neurodevelopmental disorder with dysmorphic facies and variable seizures, 619264 (3), Autosomal recessive
615324	JOSD2	
600327	SYT3	
604999	SHANK1	
604713	CLEC11A	
603195	GPR32	
606362	ACP4	Amelogenesis imperfecta, type IJ, 617297 (3), Autosomal recessive
618864	C19orf48P	
147910	KLK1	[Kallikrein, decreased urinary activity of], 615953 (3)
610601	KLK15	
176820	KLK3	
147960	KLK2	
102699	AAVS1	
611959		{Prostate cancer, hereditary, 15}, 611959 (2)
604937	KIR2DL2	
615727	KIR2DL5B	
604952	KIR2DS1	
604953	KIR2DS2	
604954	KIR2DS3	
604956	KIR2DS5	
620778	KIR3DS1	
604818	LILRA3	
612884		{Menopause, natural, age at, QTL2}, 612884 (2)
603767	KLK4	Amelogenesis imperfecta, type IIA1, 204700 (3), Autosomal recessive
605643	KLK5	
602652	KLK6	
604438	KLK7	
605644	KLK8	
605504	KLK9	
602673	KLK10	
604434	KLK11	Ichthyosis with erythrokeratoderma, 620507 (3), Autosomal dominant
605539	KLK12	
605505	KLK13	
606135	KLK14	
612694	CTU1	
605640	SIGLEC9	
604410	SIGLEC7	
159590	CD33	
618861	IGLON5	
617740	VSIG10L	
130410	ETFB	Glutaric acidemia IIB, 231680 (3), Autosomal recessive
606008	NKG7	
154045	LIM2	Cataract 19, multiple types, 615277 (3), Autosomal dominant, Autosomal recessive
606091	SIGLEC10	
605639	SIGLEC8	
606094	SIGLEC12	
604405	SIGLEC6	
601139	ZNF175	
604200	SIGLEC5	
618132	SIGLEC14	
618945	SPACA6	
614510	MIR99B	
611250	MIRLET7E	
611191	MIR125A	
601463	HAS1	
136537	FPR1	
136538	FPR2	
136539	FPR3	
611903	ZNF649	
605422	ZNF350	
620554	ZNF432	
605983	PPP2R1A	Houge-Janssens syndrome 2, 616362 (3), Autosomal dominant
613910	ZNF480	
615580	ZNF528	
604079	ZNF137P	
194558	ZNF83	
620466	ZNF28	
616841	ZNF468	
606427	ZNF320	
600398	ZNF160	
619506	ZNF415	
606043	ZNF331	
611165	DPRX	
620571	MIR512-1	
620572	MIR512-2	
620643	MIR1323	
620584	MIR498	
620573	MIR520E	
620574	MIR515-1	
620575	MIR519E	
620585	MIR520F	
620586	MIR515-2	
620587	MIR519C	
620644	MIR1283-1	
620588	MIR520A	
620589	MIR526B	
620591	MIR519B	
620592	MIR525	
620593	MIR523	
620594	MIR518F	
620595	MIR520B	
620596	MIR518B	
620597	MIR526A1	
615908	MIR520C	
620598	MIR518C	
620599	MIR524	
620600	MIR517A	
614247	MIR519D	
620611	MIR521-2	
620612	MIR520D	
620613	MIR517B	
616272	MIR520G	
620614	MIR516B2	
620615	MIR526A2	
620616	MIR518E	
620617	MIR518A1	
620618	MIR518D	
620619	MIR516B1	
620620	MIR518A2	
620621	MIR517C	
614755	MIR520H	
620622	MIR521-1	
620623	MIR522	
620624	MIR519A1	
620625	MIR527	
620626	MIR516A1	
620645	MIR1283-2	
620627	MIR516A2	
620628	MIR519A2	
612043	MIR371A	
612044	MIR372	
611954	MIR373	
609648	NLRP12	Familial cold autoinflammatory syndrome 2, 611762 (3), Autosomal dominant
609959	MYADM	
176980	PRKCG	Spinocerebellar ataxia 14, 605361 (3), Autosomal dominant
606899	CACNG7	
606900	CACNG8	
606898	CACNG6	
616804	VSTM1	
616802	TARM1	
606862	OSCAR	
603832	NDUFA3	
609519	TFPT	
606419	PRPF31	Retinitis pigmentosa 11, 600138 (3), Autosomal dominant
604910	CNOT3	Intellectual developmental disorder with speech delay, autism, and dysmorphic facies, 618672 (3), Autosomal dominant
617181	TMC4	
606048	MBOAT7	Intellectual developmental disorder, autosomal recessive 57, 617188 (3), Autosomal recessive
608754	TSEN34	?Pontocerebellar hypoplasia type 2C, 612390 (3), Autosomal recessive
603631	RPS9	
604820	LILRB3	
604814	LILRB5	
604815	LILRB2	
606047	LILRA5	
607517	LILRA4	
602992	LAIR1	
605784	TTYH1	
616575	LENG8	
609171	CDC42EP5	
602993	LAIR2	
604812	LILRA2	
604810	LILRA1	
604811	LILRB1	
604821	LILRB4	
610095	KIR3DL3	
604938	KIR2DL3	
604936	KIR2DL1	
610604	KIR3DP1	
604945	KIR2DL4	
604946	KIR3DL1	
604955	KIR2DS4	
604947	KIR3DL2	
147045	FCAR	
604530	NCR1	
609661	NLRP7	Hydatidiform mole, recurrent, 1, 231090 (3), Autosomal recessive
609364	NLRP2	Oocyte/zygote/embryo maturation arrest 18, 620332 (3), Autosomal recessive
605546	GP6	Bleeding disorder, platelet-type, 11, 614201 (3), Autosomal recessive
614987	EPS8L1	
613245	PPP1R12C	
191041	TNNT1	Nemaline myopathy 5C, autosomal dominant, 620389 (3), Autosomal dominant; Nemaline myopathy 5A, autosomal recessive, severe infantile, 605355 (3), Autosomal recessive; Nemaline myopathy 5B, autosomal recessive, childhood-onset, 620386 (3), Autosomal recessive
191044	TNNI3	?Cardiomyopathy, dilated, 2A, 611880 (3), Autosomal recessive; Cardiomyopathy, hypertrophic, 7, 613690 (3), Autosomal dominant; Cardiomyopathy, familial restrictive, 1, 115210 (3), Autosomal dominant; Cardiomyopathy, dilated, 1FF, 613286 (3)
614566	DNAAF3	Ciliary dyskinesia, primary, 2, 606763 (3), Autosomal recessive
600782	SYT5	
602510	PTPRH	
617806	TMEM86B	
610875	PPP6R1	
612939	HSPBP1	
609235	BRSK1	
617291	TMEM150B	
613198	KMT5C	
618127	COX6B2	
147681	IL11	
603638	RPL28	
610309	UBE2S	
617328	SHISA7	
612928	ISOC2	
610671	ZNF628	
618194	SSC5D	
620414	SBK2	
609133	FIZ1	
617888	ZNF580	
613478	CCDC106	
191318	U2AF2	Developmental delay, dysmorphic facies, and brain anomalies, 620535 (3), Autosomal dominant
607262	EPN1	
609663	NLRP9	
612601	RFPL4A	
609664	NLRP11	
609645	NLRP4	
609660	NLRP13	
609659	NLRP8	
609658	NLRP5	Oocyte/zygote/embryo maturation arrest 19, 620333 (3), Autosomal recessive
607874	ZNF444	
611178	GALP	
615600	ZNF582	
611024	ZNF667	
620162	ZNF471	
616798	ZFP28	
620441	ZNF470	
194545	ZNF71	
601483	PEG3	
620407	MIMT1	
609546	USP29	
611168	DUXA	
604668	ZNF264	
603495	AURKC	Spermatogenic failure 5, 243060 (3), Autosomal recessive
604755	ZNF460	
616847	ZNF543	
613840	ZNF304	
620472	TRAPPC2B	
619254	ZNF17	
605234	VN1R1	
617410	ZNF419	
620720	ZNF549	
604076	ZNF134	
601856	ZNF211	
613419	ZSCAN4	
604085	ZNF154	
619509	ZNF418	
606956	ZNF256	
613905	ZNF606	
620026	ZSCAN1	
604077	ZNF135	
605467	ZNF274	
194532	ZNF8	
165260	ZSCAN22	
138670	A1BG	
603630	RPS5	
604074	ZNF132	
617477	ZNF324	
603314	SLC27A5	
601742	TRIM28	
610893	CHMP2A	
603173	UBE2M	
194550	MZF1	
603979		
607116		Alzheimer disease 8, 607116 (2)
608031		Amyotrophic lateral sclerosis 7, 608031 (2)
605804		{Dermatitis, atopic, susceptibility to, 3}, 605804 (2)
608559		[Body mass index QTL6], 608559 (2)
611242		{Restless legs syndrome 5}, 611242 (2)
620131	DEFB126	
618326	ZCCHC3	
601947	SOX12	
610666	NRSN2	
607898	TRIB3	
610924	RBCK1	Polyglucosan body myopathy 1 with or without immunodeficiency, 615895 (3), Autosomal recessive
611663	TBC1D20	Warburg micro syndrome 4, 615663 (3), Autosomal recessive
115440	CSNK2A1	Okur-Chung neurodevelopmental syndrome, 617062 (3), Autosomal dominant
601010	TCF15	
617583	SRXN1	
613350	SLC52A3	?Fazio-Londe disease, 211500 (3), Autosomal recessive; Brown-Vialetto-Van Laere syndrome 1, 211530 (3), Autosomal recessive
611393	FAM110A	
603705	ANGPT4	
610573	RSPO4	Anonychia congenita, 206800 (3), Autosomal recessive
617858	PSMF1	
619533	RAD21L1	
604942	SNPH	
617358	SDCBP2	
186945	FKBP1A	
606610	NSFL1C	
603889	SIRPB1	
605466	SIRPG	
602461	SIRPA	
131340	PDYN	Spinocerebellar ataxia 23, 610245 (3), Autosomal dominant
609370	STK35	
600238	TGM3	?Uncombable hair syndrome 2, 617251 (3), Autosomal recessive
613900	TGM6	Spinocerebellar ataxia 35, 613908 (3), Autosomal dominant
182282	SNRPB	Cerebrocostomandibular syndrome, 117650 (3), Autosomal dominant
606707	TMC2	
614154	NOP56	Spinocerebellar ataxia 36, 614153 (3), Autosomal dominant
614155	MIR1292	
604526	IDH3B	Retinitis pigmentosa 46, 612572 (3), Autosomal recessive
609935	EBF4	
609555	CPXM1	
608550	VPS16	Dystonia 30, 619291 (3), Autosomal dominant
176884	PTPRA	
602352	GNRH2	
611988	MRPS26	
167050	OXT	
192340	AVP	Diabetes insipidus, neurohypophyseal, 125700 (3), Autosomal dominant
619675	UBOX5	
614272	FASTKD5	
610484	LZTS3	
616177	DDRGK1	Spondyloepimetaphyseal dysplasia, Shohat type, 602557 (3), Autosomal recessive
147520	ITPA	[Inosine triphosphatase deficiency], 613850 (3); Developmental and epileptic encephalopathy 35, 616647 (3), Autosomal recessive
610206	SLC4A11	Corneal endothelial dystrophy, autosomal recessive, 217700 (3), Autosomal recessive; Corneal dystrophy, Fuchs endothelial, 4, 613268 (3); Corneal endothelial dystrophy and perceptive deafness, 217400 (3), Autosomal recessive
614146	DNAAF9	
603130	ATRN	
618679	GFRA4	
607114	ADAM33	
600751	SIGLEC1	
610702	HSPA12B	
620373	ADISSP	
610674	SPEF1	
117140	CENPB	
116949	CDC25B	
614824	AP5S1	
609676	MAVS	
606157	PANK2	Neurodegeneration with brain iron accumulation 1, 234200 (3), Autosomal recessive
613188	MIR103A2	
612489	RNF24	
615854	SMOX	
104219	ADRA1D	
176640	PRNP	Spongiform encephalopathy with neuropsychiatric features, 606688 (3), Autosomal dominant; Gerstmann-Straussler disease, 137440 (3), Autosomal dominant; Huntington disease-like 1, 603218 (3), Autosomal dominant; Insomnia, fatal familial, 600072 (3), Autosomal dominant; {Kuru, susceptibility to}, 245300 (3); Cerebral amyloid angiopathy, PRNP-related, 137440 (3), Autosomal dominant; Creutzfeldt-Jakob disease, 123400 (3), Autosomal dominant
604263	PRND	
609492	RASSF2	
603791	SLC23A2	
617019	TMEM230	
611738		{Osteoporosis}, 166710 (2), Autosomal dominant
612592		{Colorectal cancer, susceptibility to, 11}, 612592 (2)
608696		Glaucoma 1K, primary open angle, juvenile-onset, 608696 (2)
610065		{Systemic lupus erythematosus, susceptibility to, 7}, 610065 (2)
176740	PCNA	?Ataxia-telangiectasia-like disorder 2, 615919 (3), Autosomal recessive
603549	CDS2	
607123	PROKR2	Hypogonadotropic hypogonadism 3 with or without anosmia, 244200 (3), Autosomal dominant
614124	GPCPD1	
618028	SHLD1	
118920	CHGB	
608187	MCM8	?Premature ovarian failure 10, 612885 (3), Autosomal recessive
608188	CRLS1	Combined oxidative phosphorylation deficiency 57, 620167 (3), Autosomal recessive
619706	LRRN4	
607900	FERMT1	Kindler syndrome, 173650 (3), Autosomal recessive
112261	BMP2	Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1, 617877 (3), Autosomal dominant; Brachydactyly, type A2, 112600 (3), Autosomal dominant; {HFE hemochromatosis, modifier of}, 235200 (3), Autosomal recessive
605023	HAO1	
616766	TMX4	
607120	PLCB1	Developmental and epileptic encephalopathy 12, 613722 (3), Autosomal recessive
600810	PLCB4	Auriculocondylar syndrome 2B, 620458 (3), Autosomal recessive; Auriculocondylar syndrome 2A, 614669 (3), Autosomal dominant
614641	LAMP5	
608038	PAK5	
600322	SNAP25	?Myasthenic syndrome, congenital, 18, 616330 (3), Autosomal dominant
604896	MKKS	McKusick-Kaufman syndrome, 236700 (3), Autosomal recessive; Bardet-Biedl syndrome 6, 605231 (3), Autosomal recessive
615958	SLX4IP	
601920	JAG1	?Deafness, congenital heart defects, and posterior embryotoxon, 617992 (3), Autosomal dominant; Charcot-Marie-Tooth disease, axonal, type 2HH, 619574 (3), Autosomal dominant; Alagille syndrome 1, 118450 (3), Autosomal dominant; Tetralogy of Fallot, 187500 (3), Autosomal dominant
615566	BTBD3	
611120	SPTLC3	
608270	TASP1	Suleiman-El-Hattab syndrome, 618950 (3), Autosomal recessive
615793	ISM1	
618765	ESF1	
612360	NDUFAF5	Mitochondrial complex I deficiency, nuclear type 16, 618238 (3), Autosomal recessive
614289	SEL1L2	
611567	MACROD2	
604808	FLRT3	Hypogonadotropic hypogonadism 21 with anosmia, 615271 (3), Autosomal dominant
618171	KIF16B	
603520	SNRPB2	
606067	OTOR	
162151	PCSK2	
603307	BFSP1	Cataract 33, multiple types, 611391 (3), Autosomal dominant, Autosomal recessive
609114	DSTN	
601418	RRBP1	
612406		Dystonia-17, primary torsion, 612406 (2), Autosomal recessive
605937	SNX5	
615076	MGME1	Mitochondrial DNA depletion syndrome 11, 615084 (3), Autosomal recessive
616441	OVOL2	Corneal dystrophy, posterior polymorphous, 1, 122000 (3), Autosomal dominant
617501	KAT14	
614771	PET117	?Mitochondrial complex IV deficiency, nuclear type 19, 619063 (3), Autosomal recessive
604075	ZNF133	
617455	POLR3F	?Immunodeficiency 101 (varicella zoster virus-specific), 619872 (3), Autosomal dominant
602908	RBBP9	
610512	SEC23B	?Cowden syndrome 7, 616858 (3), Autosomal dominant; Dyserythropoietic anemia, congenital, type II, 224100 (3), Autosomal recessive
610996	DTD1	
609839	SLC24A3	
610222	RIN2	Macrocephaly, alopecia, cutis laxa, and scoliosis, 613075 (3), Autosomal recessive
610833	NAA20	Intellectual developmental disorder, autosomal recessive 73, 619717 (3), Autosomal recessive
610952	CRNKL1	
620381	CFAP61	Spermatogenic failure 84, 620409 (3), Autosomal recessive
600010	INSM1	
618836	RALGAPA2	
614992	LINC00237	
615757	KIZ	Retinitis pigmentosa 69, 615780 (3), Autosomal recessive
612421		Alopecia, androgenetic, 3, 612421 (2)
608851	XRN2	
607808	NKX2-4	
604612	NKX2-2	
167411	PAX1	Otofaciocervical syndrome 2 with T-cell deficiency, 615560 (3), Autosomal recessive
618518	LINC00261	
600288	FOXA2	
182454	SSTR4	
188040	THBD	Thrombophilia 12 due to thrombomodulin defect, 614486 (3), Autosomal dominant; {Hemolytic uremic syndrome, atypical, susceptibility to, 6}, 612926 (3), Autosomal dominant
120577	CD93	
605811	NXT1	
613842	GZF1	Joint laxity, short stature, and myopia, 617662 (3), Autosomal recessive
611270	NAPB	Developmental and epileptic encephalopathy 107, 620033 (3), Autosomal recessive
609731	CST11	
608683	CST8	
616536	CST9L	
616543	CST9	
604312	CST3	{Macular degeneration, age-related, 11}, 611953 (3); Cerebral amyloid angiopathy, 105150 (3), Autosomal dominant
123857	CST4	
123855	CST1	
123856	CST2	
123858	CST5	
612338	GGTLC1	
618507	WAKMAR1	
614311	SYNDIG1	
603253	CST7	
615884	APMAP	
614355	ACSS1	
605020	VSX1	?Craniofacial anomalies and anterior segment dysgenesis syndrome, 614195 (3), Autosomal dominant; Keratoconus 1, 148300 (3), Autosomal dominant
603160	ENTPD6	
138550	PYGB	
613599	ABHD12	Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract, 612674 (3), Autosomal recessive
610608	GINS1	Immunodeficiency 55, 617827 (3), Autosomal recessive
609580	NINL	
610763	NANP	
610261		{Hypertension, essential, susceptibility to, 5}, 145500 (2), Multifactorial
617352		Mulchandani-Bhoj-Conlin syndrome, 617352 (3), Autosomal dominant
620195		Obesity and hypopigmentation, 620195 (4), Autosomal dominant
608029		Spinocerebellar ataxia, autosomal recessive 6, 608029 (2), Autosomal recessive
612263		{Melanoma, cutaneous malignant, 7}, 612263 (2)
601308		
607650	DEFB118	
615997	DEFB119	
616075	DEFB121	
616077	DEFB122	
616076	DEFB123	
610388	REM1	
607106	HM13	
620406	MCTS2	
600349	ID1	
607976	COX4I2	Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis, 612714 (3), Autosomal recessive
600039	BCL2L1	
605917	TPX2	
606566	MYLK2	Cardiomyopathy, hypertrophic, 1, digenic, 192600 (3), Autosomal dominant, Digenic dominant
602939	FOXS1	
616776	DUSP15	
619838	TTLL9	
610789	PDRG1	
142370	HCK	Autoinflammation with pulmonary and cutaneous vasculitis, 620296 (3), Autosomal dominant
617727	TM9SF4	
604866	PLAGL2	
607491	POFUT1	Dowling-Degos disease 2, 615327 (3), Autosomal dominant
603754	KIF3B	Retinitis pigmentosa 89, 618955 (3), Autosomal dominant
612990	ASXL1	Myelodysplastic syndrome, somatic, 614286 (3); Bohring-Opitz syndrome, 605039 (3), Autosomal dominant
618893	NOL4L	
616703	COMMD7	
