MIM Number,Approved Gene Symbol,Phenotypes,inheritance,recessive,dominant
613129,CTC1,"Cerebroretinal microangiopathy with calcifications and cysts, 612199 (3), Autosomal recessive",Autosomal recessive,1,0
603704,RPL26,"?Diamond-Blackfan anemia 11, 614900 (3), Autosomal dominant",Autosomal dominant,0,1
611317,PIK3R5,"Ataxia-oculomotor apraxia 3, 615217 (3), Autosomal recessive",Autosomal recessive,1,0
601614,NTN1,"Mirror movements 4, 618264 (3), Autosomal dominant",Autosomal dominant,0,1
609804,CFAP52,"Heterotaxy, visceral, 10, autosomal, with male infertility, 619607 (3), Autosomal recessive",Autosomal recessive,1,0
160741,MYH8,"Carney complex variant, 608837 (3); Trismus-pseudocamptodactyly syndrome, 158300 (3), Autosomal dominant",Autosomal dominant,0,1
160740,MYH2,"Congenital myopathy 6 with ophthalmoplegia, 605637 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
160720,MYH3,"Contractures, pterygia, and spondylocarpostarsal fusion syndrome 1A, 178110 (3), Autosomal dominant; Contractures, pterygia, and spondylocarpotarsal fusion syndrome 1B, 618469 (3), Autosomal recessive; Arthrogryposis, distal, type 2B3 (Sheldon-Hall), 618436 (3), Autosomal dominant; Arthrogryposis, distal, type 2A (Freeman-Sheldon), 193700 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
603644,SCO1,"Mitochondrial complex IV deficiency, nuclear type 4, 619048 (3), Autosomal recessive",Autosomal recessive,1,0
603330,DNAH9,"Ciliary dyskinesia, primary, 40, 618300 (3), Autosomal recessive",Autosomal recessive,1,0
606127,MYOCD,"Megabladder, congenital, 618719 (3), Autosomal dominant",Autosomal dominant,0,1
605367,ELAC2,"{Prostate cancer, hereditary, 2, susceptibility to}, 614731 (3); Combined oxidative phosphorylation deficiency 17, 615440 (3), Autosomal recessive",Autosomal recessive,1,0
602125,COX10,"Mitochondrial complex IV deficiency, nuclear type 3, 619046 (3), Autosomal recessive",Autosomal recessive,1,0
601097,PMP22,"Charcot-Marie-Tooth disease, type 1A, 118220 (3), Autosomal dominant; Roussy-Levy syndrome, 180800 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 1E, 118300 (3), Autosomal dominant; ?Neuropathy, inflammatory demyelinating, 139393 (3), ?Autosomal dominant; Neuropathy, recurrent, with pressure palsies, 162500 (3), Autosomal dominant; Dejerine-Sottas disease, 145900 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
612683,TEKT3,"Spermatogenic failure 81, 620277 (3), Autosomal recessive",Autosomal recessive,1,0
614535,ZSWIM7,"Spermatogenic failure 71, 619831 (3), Autosomal recessive; ?Ovarian dysgenesis 10, 619834 (3), Autosomal recessive",Autosomal recessive,1,0
613814,TTC19,"Mitochondrial complex III deficiency, nuclear type 2, 615157 (3), Autosomal recessive",Autosomal recessive,1,0
605947,PIGL,"CHIME syndrome, 280000 (3), Autosomal recessive",Autosomal recessive,1,0
604907,TNFRSF13B,"Immunodeficiency, common variable, 2, 240500 (3), Autosomal dominant, Autosomal recessive; Immunoglobulin A deficiency 2, 609529 (3)","Autosomal recessive, Autosomal dominant",1,1
607273,FLCN,"Birt-Hogg-Dube syndrome, 135150 (3), Autosomal dominant; Colorectal cancer, somatic, 114500 (3); Pneumothorax, primary spontaneous, 173600 (3), Autosomal dominant; Renal carcinoma, chromophobe, somatic, 144700 (3)",Autosomal dominant,0,1
607642,RAI1,"Smith-Magenis syndrome, 182290 (3), Autosomal dominant, Isolated cases",Autosomal dominant,0,1
184756,SREBF1,"Ichthyosis, follicular, with atrichia and photophobia syndrome 2, 619016 (3), Autosomal dominant; Mucoepithelial dysplasia, hereditary, 158310 (3), Autosomal dominant",Autosomal dominant,0,1
608918,ATPAF2,"?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 1, 604273 (3), Autosomal recessive",Autosomal recessive,1,0
602666,MYO15A,"Deafness, autosomal recessive 3, 600316 (3), Autosomal recessive",Autosomal recessive,1,0
600362,FLII,"Cardiomyopathy, dilated, 2J, 620635 (3), Autosomal recessive",Autosomal recessive,1,0
615498,MIEF2,"?Combined oxidative phosphorylation deficiency 49, 619024 (3), Autosomal recessive",Autosomal recessive,1,0
601243,TOP3A,"Microcephaly, growth restriction, and increased sister chromatid exchange 2, 618097 (3), Autosomal recessive; Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5, 618098 (3), Autosomal recessive",Autosomal recessive,1,0
604330,GRAP,"Deafness, autosomal recessive 114, 618456 (3), Autosomal recessive",Autosomal recessive,1,0
614144,B9D1,"?Meckel syndrome 9, 614209 (3), Autosomal recessive; Joubert syndrome 27, 617120 (3), Autosomal recessive",Autosomal recessive,1,0
609523,ALDH3A2,"Sjogren-Larsson syndrome, 270200 (3), Autosomal recessive",Autosomal recessive,1,0
613236,KCNJ18,"{Thyrotoxic periodic paralysis, susceptibility to, 2}, 613239 (3), Autosomal dominant",Autosomal dominant,0,1
616815,TMEM199,"Congenital disorder of glycosylation, type IIp, 616829 (3), Autosomal recessive",Autosomal recessive,1,0
611672,SLC46A1,"Folate malabsorption, hereditary, 229050 (3), Autosomal recessive",Autosomal recessive,1,0
600838,FOXN1,"T-cell lymphopenia, infantile, with or without nail dystrophy, autosomal dominant, 618806 (3), Autosomal dominant; T-cell immunodeficiency, congenital alopecia, and nail dystrophy, 601705 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
604011,UNC119,"Cone-rod dystrophy 24, 620342 (3), Autosomal dominant; ?Immunodeficiency 13, 615518 (3), Autosomal dominant",Autosomal dominant,0,1
610271,PIGS,"Developmental and epileptic encephalopathy 95, 618143 (3), Autosomal recessive",Autosomal recessive,1,0
610917,RAB34,"Orofaciodigital syndrome XX, 620718 (3), Autosomal recessive",Autosomal recessive,1,0
609799,NEK8,"Renal-hepatic-pancreatic dysplasia 2, 615415 (3), Autosomal recessive; ?Nephronophthisis 9, 613824 (3)",Autosomal recessive,1,0
607435,ERAL1,"Perrault syndrome 6, 617565 (3), Autosomal recessive",Autosomal recessive,1,0
123610,CRYBA1,"Cataract 10, multiple types, 600881 (3), Autosomal dominant",Autosomal dominant,0,1
610266,TAOK1,"Developmental delay with or without intellectual impairment or behavioral abnormalities, 619575 (3), Autosomal dominant",Autosomal dominant,0,1
616173,NSRP1,"Neurodevelopmental disorder with spasticity, seizures, and brain abnormalities, 620001 (3), Autosomal recessive",Autosomal recessive,1,0
182138,SLC6A4,"{Obsessive-compulsive disorder}, 164230 (3), Autosomal dominant; {Anxiety-related personality traits}, 607834 (3)",Autosomal dominant,0,1
616422,TEFM,"Combined oxidative phosphorylation deficiency 58, 620451 (3), Autosomal recessive",Autosomal recessive,1,0
613113,NF1,"Watson syndrome, 193520 (3), Autosomal dominant; Leukemia, juvenile myelomonocytic, 607785 (3), Autosomal dominant, Somatic mutation; Neurofibromatosis, familial spinal, 162210 (3), Autosomal dominant; Neurofibromatosis, type 1, 162200 (3), Autosomal dominant; Neurofibromatosis-Noonan syndrome, 601321 (3), Autosomal dominant",Autosomal dominant,0,1
606245,SUZ12,"Imagawa-Matsumoto syndrome, 618786 (3), Autosomal dominant",Autosomal dominant,0,1
615949,TMEM98,"Nanophthalmos 4, 615972 (3), Autosomal dominant",Autosomal dominant,0,1
158105,CCL2,"{Mycobacterium tuberculosis, susceptibility to}, 607948 (3); {HIV-1, resistance to}, 609423 (3); {Coronary artery disease, modifier of} (3); {Spina bifida, susceptibility to}, 182940 (3), Autosomal dominant",Autosomal dominant,0,1
601156,CCL11,"{Asthma, susceptibility to}, 600807 (3), Autosomal dominant; {HIV1, resistance to}, 609423 (3)",Autosomal dominant,0,1
616178,TMEM132E,"Deafness, autosomal recessive 99, 618481 (3), Autosomal recessive",Autosomal recessive,1,0
600940,LIG3,"Mitochondrial DNA depletion syndrome 20 (MNGIE type), 619780 (3), Autosomal recessive",Autosomal recessive,1,0
611220,UNC45B,"?Cataract 43, 616279 (3), Autosomal dominant; Myofibrillar myopathy 11, 619178 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
614958,SLFN14,"Bleeding disorder, platelet-type, 20, 616913 (3), Autosomal dominant",Autosomal dominant,0,1
601758,PEX12,"Peroxisome biogenesis disorder 3B, 266510 (3), Autosomal recessive; Peroxisome biogenesis disorder 3A (Zellweger), 614859 (3), Autosomal recessive",Autosomal recessive,1,0
611398,GAS2L2,"?Ciliary dyskinesia, primary, 41, 618449 (3), Autosomal recessive",Autosomal recessive,1,0
604500,ZNHIT3,"PEHO syndrome, 260565 (3), Autosomal recessive",Autosomal recessive,1,0
610275,PIGW,"Glycosylphosphatidylinositol biosynthesis defect 11, 616025 (3), Autosomal recessive",Autosomal recessive,1,0
200350,ACACA,"Acetyl-CoA carboxylase deficiency, 613933 (3), Autosomal recessive",Autosomal recessive,1,0
189907,HNF1B,"Type 2 diabetes mellitus, 125853 (3), Autosomal dominant; Renal cysts and diabetes syndrome, 137920 (3), Autosomal dominant; {Renal cell carcinoma}, 144700 (3)",Autosomal dominant,0,1
614515,GPR179,"Night blindness, congenital stationary (complete), 1E, autosomal recessive, 614565 (3), Autosomal recessive",Autosomal recessive,1,0
600346,PCGF2,"Turnpenny-Fry syndrome, 618371 (3), Autosomal dominant",Autosomal dominant,0,1
601725,NEUROD2,"Developmental and epileptic encephalopathy 72, 618374 (3), Autosomal dominant",Autosomal dominant,0,1
604488,TCAP,"Cardiomyopathy, hypertrophic, 25, 607487 (3), Autosomal dominant; Muscular dystrophy, limb-girdle, autosomal recessive 7, 601954 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
611801,PGAP3,"Hyperphosphatasia with impaired intellectual development syndrome 4, 615716 (3), Autosomal recessive",Autosomal recessive,1,0
164870,ERBB2,"Gastric cancer, somatic, 613659 (3); Adenocarcinoma of lung, somatic, 211980 (3); Ovarian cancer, somatic, 167000 (3); ?Visceral neuropathy, familial, 2, autosomal recessive, 619465 (3), Autosomal recessive; Glioblastoma, somatic, 137800 (3)",Autosomal recessive,1,0
606221,IKZF3,"?Immunodeficiency 84, 619437 (3), Autosomal dominant",Autosomal dominant,0,1
190120,THRA,"Hypothyroidism, congenital, nongoitrous, 6, 614450 (3), Autosomal dominant",Autosomal dominant,0,1
602627,CDC6,"?Meier-Gorlin syndrome 5, 613805 (3), Autosomal recessive",Autosomal recessive,1,0
603111,SMARCE1,"{Meningioma, familial, susceptibility to}, 607174 (3), Autosomal dominant; Coffin-Siris syndrome 5, 616938 (3), Autosomal dominant",Autosomal dominant,0,1
616646,KRT25,"Woolly hair, autosomal recessive 3, 616760 (3), Autosomal recessive",Autosomal recessive,1,0
148080,KRT10,"Ichthyosis, annular epidermolytic 1, 607602 (3), Autosomal dominant; Epidermolytic hyperkeratosis 2B, autosomal recessive, 620707 (3), Autosomal recessive; Epidermolytic hyperkeratosis 2A, autosomal dominant, 620150 (3), Autosomal dominant; ?Ichthyosis histrix, Lambert type, 146600 (3), Autosomal dominant; Ichthyosis with confetti, 609165 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
601687,KRT12,"Meesmann corneal dystrophy 1, 122100 (3), Autosomal dominant",Autosomal dominant,0,1
148065,KRT13,"White sponge nevus 2, 615785 (3), Autosomal dominant",Autosomal dominant,0,1
607606,KRT9,"Palmoplantar keratoderma, epidermolytic, 1, 144200 (3), Autosomal dominant",Autosomal dominant,0,1
148066,KRT14,"Epidermolysis bullosa simplex 1D, generalized, intermediate or severe, autosomal recessive, 601001 (3), Autosomal recessive; Epidermolysis bullosa simplex 1C, localized, 131800 (3), Autosomal dominant; Dermatopathia pigmentosa reticularis, 125595 (3), Autosomal dominant; Epidermolysis bullosa simplex 1A, generalized severe, 131760 (3), Autosomal dominant; Naegeli-Franceschetti-Jadassohn syndrome, 161000 (3), Autosomal dominant; Epidermolysis bullosa simplex 1B, generalized intermediate, 131900 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
148067,KRT16,"Palmoplantar keratoderma, nonepidermolytic, focal, 613000 (3), Autosomal dominant; Pachyonychia congenita 1, 167200 (3), Autosomal dominant",Autosomal dominant,0,1
148069,KRT17,"Steatocystoma multiplex, 184500 (3), Autosomal dominant; Pachyonychia congenita 2, 167210 (3), Autosomal dominant",Autosomal dominant,0,1
173325,JUP,"Naxos disease, 601214 (3), Autosomal recessive; ?Arrhythmogenic right ventricular dysplasia 12, 611528 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
607063,FKBP10,"Osteogenesis imperfecta, type XI, 610968 (3), Autosomal recessive; Bruck syndrome 1, 259450 (3), Autosomal recessive",Autosomal recessive,1,0
608778,KLHL10,"Spermatogenic failure 11, 615081 (3), Autosomal dominant",Autosomal dominant,0,1
617095,ODAD4,"Ciliary dyskinesia, primary, 35, 617092 (3), Autosomal recessive",Autosomal recessive,1,0
123830,CNP,"?Leukodystrophy, hypomyelinating, 20, 619071 (3), Autosomal recessive",Autosomal recessive,1,0
602358,HCRT,"?Narcolepsy 1, 161400 (3), Autosomal dominant",Autosomal dominant,0,1
604260,STAT5B,"Growth hormone insensitivity with immune dysregulation 1, autosomal recessive, 245590 (3), Autosomal recessive; Growth hormone insensitivity with immune dysregulation 2, autosomal dominant, 618985 (3), Autosomal dominant; Leukemia, acute promyelocytic, somatic, 102578 (3)","Autosomal recessive, Autosomal dominant",1,1
102582,STAT3,"Hyper-IgE syndrome 1, autosomal dominant, with recurrent infections, 147060 (3), Autosomal dominant; Autoimmune disease, multisystem, infantile-onset, 1, 615952 (3), Autosomal dominant",Autosomal dominant,0,1
603198,CAVIN1,"Lipodystrophy, congenital generalized, type 4, 613327 (3), Autosomal recessive",Autosomal recessive,1,0
192130,ATP6V0A1,"Neurodevelopmental disorder with epilepsy and brain atrophy, 619971 (3), Autosomal recessive; Developmental and epileptic encephalopathy 104, 619970 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
609701,NAGLU,"?Charcot-Marie-Tooth disease, axonal, type 2V, 616491 (3), Autosomal dominant; Mucopolysaccharidosis type IIIB (Sanfilippo B), 252920 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
609855,COASY,"Pontocerebellar hypoplasia, type 12, 618266 (3), Autosomal recessive; Neurodegeneration with brain iron accumulation 6, 615643 (3), Autosomal recessive",Autosomal recessive,1,0
608665,PSMC3IP,"Ovarian dysgenesis 3, 614324 (3), Autosomal recessive",Autosomal recessive,1,0
191135,TUBG1,"Cortical dysplasia, complex, with other brain malformations 4, 615412 (3), Autosomal dominant",Autosomal dominant,0,1
602346,CNTNAP1,"Lethal congenital contracture syndrome 7, 616286 (3), Autosomal recessive; Hypomyelinating neuropathy, congenital, 3, 618186 (3), Autosomal recessive",Autosomal recessive,1,0
601844,WNK4,"Pseudohypoaldosteronism, type IIB, 614491 (3), Autosomal dominant",Autosomal dominant,0,1
614775,COA3,"?Mitochondrial complex IV deficiency, nuclear type 14, 619058 (3), Autosomal recessive",Autosomal recessive,1,0
613742,G6PC1,"Glycogen storage disease Ia, 232200 (3), Autosomal recessive",Autosomal recessive,1,0
607526,RPL27,"?Diamond-Blackfan anemia 16, 617408 (3), Autosomal dominant",Autosomal dominant,0,1
113705,BRCA1,"Fanconi anemia, complementation group S, 617883 (3), Autosomal recessive; {Breast-ovarian cancer, familial, 1}, 604370 (3), Autosomal dominant, Multifactorial; {Pancreatic cancer, susceptibility to, 4}, 614320 (3)","Autosomal recessive, Autosomal dominant",1,1
600147,MEOX1,"Klippel-Feil syndrome 2, 214300 (3), Autosomal recessive",Autosomal recessive,1,0
605740,SOST,"Sclerosteosis 1, 269500 (3), Autosomal recessive; Craniodiaphyseal dysplasia, autosomal dominant, 122860 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
608300,NAGS,"N-acetylglutamate synthase deficiency, 237310 (3), Autosomal recessive",Autosomal recessive,1,0
611045,G6PC3,"Dursun syndrome, 612541 (3), Autosomal recessive; Neutropenia, severe congenital 4, autosomal recessive, 612541 (3), Autosomal recessive",Autosomal recessive,1,0
600673,UBTF,"Neurodegeneration, childhood-onset, with brain atrophy, 617672 (3), Autosomal dominant",Autosomal dominant,0,1
109270,SLC4A1,"[Blood group, Swann], 601550 (3); [Blood group, Wright], 112050 (3); Distal renal tubular acidosis 1, 179800 (3), Autosomal dominant; [Blood group, Waldner], 112010 (3); Spherocytosis, type 4, 612653 (3), Autosomal dominant; [Blood group, Froese], 601551 (3); Distal renal tubular acidosis 4 with hemolytic anemia, 611590 (3), Autosomal recessive; {Malaria, resistance to}, 611162 (3); Cryohydrocytosis, 185020 (3), Autosomal dominant; Ovalocytosis, SA type, 166900 (3), Autosomal dominant; [Blood group, Diego], 110500 (3)","Autosomal recessive, Autosomal dominant",1,1
138945,GRN,"Aphasia, primary progressive, 607485 (3), Autosomal dominant; Frontotemporal lobar degeneration with ubiquitin-positive inclusions, 607485 (3), Autosomal dominant; Ceroid lipofuscinosis, neuronal, 11, 614706 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
607759,ITGA2B,"Thrombocytopenia, neonatal alloimmune, BAK antigen related (3); Glanzmann thrombasthenia 1, 273800 (3), Autosomal recessive; Bleeding disorder, platelet-type, 16, autosomal dominant, 187800 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
600667,FZD2,"Omodysplasia 2, 164745 (3), Autosomal dominant",Autosomal dominant,0,1
603892,EFTUD2,"Mandibulofacial dysostosis, Guion-Almeida type, 610536 (3), Autosomal dominant",Autosomal dominant,0,1
614677,CCDC103,"Ciliary dyskinesia, primary, 17, 614679 (3), Autosomal recessive",Autosomal recessive,1,0
137780,GFAP,"Alexander disease, 203450 (3), Autosomal dominant",Autosomal dominant,0,1
604655,MAP3K14,"Immunodeficiency 112, 620449 (3), Autosomal recessive",Autosomal recessive,1,0
611466,PLEKHM1,"?Osteopetrosis, autosomal recessive 6, 611497 (3), Autosomal recessive; Osteopetrosis, autosomal dominant 3, 618107 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
157140,MAPT,"Supranuclear palsy, progressive, 601104 (3), Autosomal dominant; Supranuclear palsy, progressive atypical, 260540 (3), Autosomal recessive; Dementia, frontotemporal, with or without parkinsonism, 600274 (3), Autosomal dominant; {Parkinson disease, susceptibility to}, 168600 (3), Autosomal dominant, Multifactorial; Pick disease, 172700 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
612452,KANSL1,"Koolen-De Vries syndrome, 610443 (3), Autosomal dominant",Autosomal dominant,0,1
601633,NSF,"Developmental and epileptic encephalopathy 96, 619340 (3), Autosomal dominant",Autosomal dominant,0,1
165330,WNT3,"?Tetra-amelia syndrome 1, 273395 (3), Autosomal recessive",Autosomal recessive,1,0
604027,GOSR2,"Epilepsy, progressive myoclonic 6, 614018 (3), Autosomal recessive; Muscular dystrophy, congenital, with or without seizures, 620166 (3), Autosomal recessive",Autosomal recessive,1,0
160770,MYL4,"?Atrial fibrillation, familial, 18, 617280 (3), Autosomal dominant",Autosomal dominant,0,1
173470,ITGB3,"Bleeding disorder, platelet-type, 24, autosomal dominant, 619271 (3), Autosomal dominant; Thrombocytopenia, neonatal alloimmune (3); Purpura, posttransfusion (3); {Myocardial infarction, susceptibility to}, 608446 (3); Glanzmann thrombasthenia 2, 619267 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
604895,TBX21,"Asthma and nasal polyps, 208550 (3), Autosomal recessive; ?Immunodeficiency 88, 619630 (3), Autosomal recessive; {Asthma, aspirin-induced, susceptibility to}, 208550 (3), Autosomal recessive",Autosomal recessive,1,0
608613,SP6,"Amelogenesis imperfecta, type IK, 620104 (3), Autosomal dominant",Autosomal dominant,0,1
603287,PNPO,"Pyridoxamine 5'-phosphate oxidase deficiency, 610090 (3), Autosomal recessive",Autosomal recessive,1,0
142968,HOXB1,"Facial paresis, hereditary congenital, 3, 614744 (3), Autosomal recessive",Autosomal recessive,1,0
610904,SNF8,"Developmental and epileptic encephalopathy 115, 620783 (3), Autosomal recessive; Neurodevelopmental disorder plus optic atrophy, 620784 (3), Autosomal recessive",Autosomal recessive,1,0
176705,PHB1,"{Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant, Somatic mutation",Autosomal dominant,0,1
602650,SPOP,"Nabais Sa-de Vries syndrome, type 1, 618828 (3), Autosomal dominant; Nabais Sa-de Vries syndrome, type 2, 618829 (3), Autosomal dominant",Autosomal dominant,0,1
601911,DLX4,"?Orofacial cleft 15, 616788 (3), Autosomal dominant",Autosomal dominant,0,1
600525,DLX3,"Trichodontoosseous syndrome, 190320 (3), Autosomal dominant; Amelogenesis imperfecta, type IV, 104510 (3), Autosomal dominant",Autosomal dominant,0,1
605025,ITGA3,"Epidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome, 614748 (3), Autosomal recessive",Autosomal recessive,1,0
600119,SGCA,"Muscular dystrophy, limb-girdle, autosomal recessive 3, 608099 (3), Autosomal recessive",Autosomal recessive,1,0
120150,COL1A1,"Osteogenesis imperfecta, type II, 166210 (3), Autosomal dominant; Caffey disease, 114000 (3), Autosomal dominant; Ehlers-Danlos syndrome, arthrochalasia type, 1, 130060 (3), Autosomal dominant; Osteogenesis imperfecta, type I, 166200 (3), Autosomal dominant; {Bone mineral density variation QTL, osteoporosis}, 166710 (3), Autosomal dominant; Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 1, 619115 (3), Autosomal dominant; Osteogenesis imperfecta, type IV, 166220 (3), Autosomal dominant; Osteogenesis imperfecta, type III, 259420 (3), Autosomal dominant",Autosomal dominant,0,1
608125,XYLT2,"{Pseudoxanthoma elasticum, modifier of severity of}, 264800 (3), Autosomal recessive; Spondyloocular syndrome, 605822 (3), Autosomal recessive",Autosomal recessive,1,0
604065,CACNA1G,"Spinocerebellar ataxia 42, 616795 (3), Autosomal dominant; Spinocerebellar ataxia 42, early-onset, severe, with neurodevelopmental deficits, 618087 (3), Autosomal dominant",Autosomal dominant,0,1
603648,COX11,"Mitochondrial complex IV deficiency, nuclear type 23, 620275 (3), Autosomal recessive",Autosomal recessive,1,0
602991,NOG,"Symphalangism, proximal, 1A, 185800 (3), Autosomal dominant; Brachydactyly, type B2, 611377 (3), Autosomal dominant; Stapes ankylosis with broad thumbs and toes, 184460 (3), Autosomal dominant; Tarsal-carpal coalition syndrome, 186570 (3), Autosomal dominant; Multiple synostoses syndrome 1, 186500 (3), Autosomal dominant",Autosomal dominant,0,1
601440,DGKE,"{Hemolytic uremic syndrome, atypical, susceptibility to, 7}, 615008 (3), Autosomal recessive; Nephrotic syndrome, type 7, 615008 (3), Autosomal recessive",Autosomal recessive,1,0
611985,MRPS23,"?Combined oxidative phosphorylation deficiency 46, 618952 (3), Autosomal recessive",Autosomal recessive,1,0
606747,VEZF1,"?Cardiomyopathy, dilated, 1OO, 620247 (3), Autosomal dominant",Autosomal dominant,0,1
600812,SRSF1,"Neurodevelopmental disorder with dysmorphic facies and behavioral abnormalities, 620489 (3), Autosomal dominant",Autosomal dominant,0,1
131399,EPX,"[Eosinophil peroxidase deficiency], 261500 (3), Autosomal recessive",Autosomal recessive,1,0
609883,MKS1,"Bardet-Biedl syndrome 13, 615990 (3), Autosomal recessive; Meckel syndrome 1, 249000 (3), Autosomal recessive; Joubert syndrome 28, 617121 (3), Autosomal recessive",Autosomal recessive,1,0
606989,MPO,"{Alzheimer disease, susceptibility to}, 104300 (3), Autosomal dominant; Myeloperoxidase deficiency, 254600 (3), Autosomal recessive; {Lung cancer, protection against, in smokers} (3)","Autosomal recessive, Autosomal dominant",1,1
610764,TSPOAP1,"Dystonia 22, juvenile-onset, 620453 (3), Autosomal recessive; ?Dystonia 22, adult-onset, 620456 (3), Autosomal recessive",Autosomal recessive,1,0
612482,RNF43,"Sessile serrated polyposis cancer syndrome, 617108 (3), Autosomal dominant",Autosomal dominant,0,1
605792,TEX14,"Spermatogenic failure 23, 617707 (3), Autosomal recessive",Autosomal recessive,1,0
602774,RAD51C,"{Breast-ovarian cancer, familial, susceptibility to, 3}, 613399 (3); Fanconi anemia, complementation group O, 613390 (3), Autosomal recessive",Autosomal recessive,1,0
605073,TRIM37,"Mulibrey nanism, 253250 (3), Autosomal recessive",Autosomal recessive,1,0
613175,SMG8,"Alzahrani-Kuwahara syndrome, 619268 (3), Autosomal recessive",Autosomal recessive,1,0
118955,CLTC,"Intellectual developmental disorder, autosomal dominant 56, 617854 (3), Autosomal dominant",Autosomal dominant,0,1
608625,PTRH2,"Infantile-onset multisystem neurologic, endocrine, and pancreatic disease, 616263 (3), Autosomal recessive",Autosomal recessive,1,0
605100,PPM1D,"Breast cancer, somatic, 114480 (3); Jansen-de Vries syndrome, 617450 (3), Autosomal dominant",Autosomal dominant,0,1
607470,BCAS3,"Hengel-Maroofian-Schols syndrome, 619641 (3), Autosomal recessive",Autosomal recessive,1,0
600747,TBX2,"Vertebral anomalies and variable endocrine and T-cell dysfunction, 618223 (3), Autosomal dominant",Autosomal dominant,0,1
601719,TBX4,"Ischiocoxopodopatellar syndrome with or without pulmonary arterial hypertension, 147891 (3), Autosomal dominant; Amelia, posterior, with pelvic and pulmonary hypoplasia syndrome, 601360 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
605882,BRIP1,"Fanconi anemia, complementation group J, 609054 (3); {Breast cancer, early-onset, susceptibility to}, 114480 (3), Autosomal dominant, Somatic mutation",Autosomal dominant,0,1
603808,MED13,"Intellectual developmental disorder, autosomal dominant 61, 618009 (3), Autosomal dominant",Autosomal dominant,0,1
608439,TLK2,"Intellectual developmental disorder, autosomal dominant 57, 618050 (3), Autosomal dominant",Autosomal dominant,0,1
615047,TANC2,"Intellectual developmental disorder with autistic features and language delay, with or without seizures, 618906 (3), Autosomal dominant",Autosomal dominant,0,1
600019,CYB561,"Orthostatic hypotension 2, 618182 (3), Autosomal recessive",Autosomal recessive,1,0
106180,ACE,"{Stroke, hemorrhagic}, 614519 (3); Renal tubular dysgenesis, 267430 (3), Autosomal recessive; {Myocardial infarction, susceptibility to} (3); {Microvascular complications of diabetes 3}, 612624 (3); [Angiotensin I-converting enzyme, benign serum increase] (3); {SARS, progression of} (3)",Autosomal recessive,1,0
612958,TACO1,"Mitochondrial complex IV deficiency, nuclear type 8, 619052 (3), Autosomal recessive",Autosomal recessive,1,0
608626,STRADA,"Polyhydramnios, megalencephaly, and symptomatic epilepsy, 611087 (3), Autosomal recessive",Autosomal recessive,1,0
618260,CCDC47,"Trichohepatoneurodevelopmental syndrome, 618268 (3), Autosomal recessive",Autosomal recessive,1,0
601736,SMARCD2,"Specific granule deficiency 2, 617475 (3), Autosomal recessive",Autosomal recessive,1,0
139250,GH1,"Kowarski syndrome, 262650 (3), Autosomal recessive; Growth hormone deficiency, isolated, type II, 173100 (3), Autosomal dominant; Growth hormone deficiency, isolated, type IB, 612781 (3); Growth hormone deficiency, isolated, type IA, 262400 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
147245,CD79B,"Agammaglobulinemia 6, 612692 (3), Autosomal recessive",Autosomal recessive,1,0
603967,SCN4A,"Paramyotonia congenita, 168300 (3), Autosomal dominant; Hyperkalemic periodic paralysis, 170500 (3), Autosomal dominant; Congenital myopathy 22B, severe fetal, 620369 (3), Autosomal recessive; Hypokalemic periodic paralysis, type 2, 613345 (3), Autosomal dominant; Myotonia congenita, atypical, acetazolamide-responsive, 608390 (3), Autosomal dominant; Myasthenic syndrome, congenital, 16, 614198 (3), Autosomal recessive; Congenital myopathy 22A, classic, 620351 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
