gene_name,fracCdsCons,fracConsPr
UVRAG,0.700952381,0.805714286
KRTAP13-1,0.16955684,0.005780347
ZNF26,0.504993758,0.435705368
TMEM207,0.292517007,0.138321995
ITSN2,0.716921869,0.898508049
NTRK1,0.601840234,0.706398996
OGA,0.764449291,0.947291894
MT1F,0.274193548,0.327956989
TCAF1,0.728488792,0.782718727
ZNF69,0,0.031746032
TXNRD1,0.550590652,0.72932717
NRARP,0.637681159,0.805797101
ZNF583,0.528654971,0.728654971
KRTAP4-1,0.201814059,0.192743764
CCT8L2,0.317204301,0.105734767
OR14L1P,0.141104294,0.509202454
ZNF568,0.581912145,0.722997416
ZXDB,0.515339967,0.518656716
ZNF480,0.05721393,0.106965174
ZNF587,0,0.008101852
TPM2,0.835087719,0.960233918
RTP2,0.66519174,0.501474926
SH3BGRL2,0.709876543,0.962962963
ZNF808,0,0.016224189
ANKRD35,0.517631404,0.382235529
B3GNT6,0.408658009,0.422510823
YTHDF2,0.85862069,0.988505747
TMA16,0.578431373,0.692810458
HLA-DRB5,0.395755306,0.298377029
ATL1,0.75909362,0.97137746
CNGA1,0.616205725,0.560407569
MAFK,0.762208068,0.696390658
ARMH1,0.562358277,0.577475435
ZNF43,0,0.052674897
GPN1,0.687111111,0.853333333
PLN,0.754716981,0.949685535
C2CD4A,0.282882883,0.273873874
ZNF28,0,0
ITGBL1,0.657912458,0.796632997
ZNF511,0.446640316,0.320158103
C20orf203,0.211965812,0.21025641
ZNF627,0,0.603174603
KCNRG,0.412698413,0.468864469
WDHD1,0.557227139,0.673451327
ZNF789,0.281690141,0.598591549
CTNND1,0.754041968,0.952184383
DDX39B,0.823620824,0.905982906
SLC34A3,0.496666667,0.331666667
RD3,0.590136054,0.605442177
SPANXC,0,0
SH2D1B,0.393483709,0.343358396
ARC,0.732997481,0.73131822
NUDT16,0.528911565,0.198979592
TLK1,0.830073881,0.978270317
LRBA,0.660123846,0.804416404
ZNF536,0.660005124,0.488342301
MMP17,0.554635762,0.376931567
OR2M2,0.444444444,0.140804598
BAZ1A,0.700278313,0.89573967
AKR1C4,0.306584362,0.200617284
COPS8,0.673015873,0.850793651
CCDC69,0.461279461,0.595959596
MDM4,0.407331976,0.818058384
RYR2,0.699812131,0.655595813
ZNF534,0.05037037,0
KLHL9,0.713592233,0.981121899
FAM3D,0.482962963,0.288888889
NCOA6,0.782299742,0.915859173
STK39,0.772283272,0.896214896
TAT,0.64981685,0.707692308
C6orf89,0.569923372,0.610153257
CALM1,0.791111111,0.906666667
LPA,0.437040666,0.09325494
TAFA2,0.79040404,0.858585859
OR10G6,0.551551552,0.242242242
TTC37,0.613631523,0.755697551
OR5BS1P,0.303418803,0.197649573
TUSC1,0.450704225,0.525821596
MAGEA1,0,0.003225806
PAPSS2,0.673655914,0.82311828
SLC9A6,0.711764706,0.866176471
FAN1,0.410281598,0.4318926
ABCA4,0.639988273,0.637349751
EIF1AY,0.565517241,0.448275862
IPO9,0.736084453,0.954894434
GPX6,0.476621418,0.407239819
CEP290,0.643817204,0.854973118
GLMP,0.512694513,0.530712531
TOGARAM1,0.630214205,0.788613303
DLL1,0.651473297,0.540515654
ANKRD13B,0.79585327,0.862307283
ECI2,0.418565401,0.356118143
UNC13B,0.739112228,0.863902848
TEX45,0.283267457,0.218050066
LDB1,0.889158576,0.982200647
PPP1R14C,0.696787149,0.891566265
CTR9,0.735093697,0.898637138
SMOC1,0.785932722,0.872324159
F5,0.395355805,0.469962547
MSRB1,0.612068966,0.448275862
LRRTM3,0.822451317,0.939862543
ZNF652,0.764415157,0.969796815
SMURF1,0.753642987,0.789617486
SLC5A3,0.728326379,0.982846546
GPATCH3,0.576679341,0.582382763
CDC42BPB,0.659267913,0.713785047
PLXNB3,0.534205934,0.261256545
OXCT2,0.331402831,0.194337194
RPL10A,0.766055046,0.78440367
COLGALT2,0.703349282,0.74800638
EPS8L3,0.443883277,0.368686869
EGFL6,0.398315283,0.33032491
SYCP1,0.533606278,0.656772433
APCDD1L,0.348605578,0.333333333
RCSD1,0.35891287,0.332533973
RASSF9,0.563455657,0.600152905
FAM169A,0.60307998,0.83407849
ZNF830,0.579982127,0.750670241
GRIN3A,0.721624851,0.831242533
CNOT7,0.812354312,0.994172494
TMEM184B,0.819444444,0.763071895
MTOR,0.785882353,0.915294118
SCAMP5,0.847457627,0.88700565
ZNF521,0.776930894,0.885670732
ALPK2,0.263165976,0.225395363
BRINP2,0.740221088,0.819727891
MAGEB3,0,0.025936599
LRIG2,0.650406504,0.809881176
PNP,0.598850575,0.549425287
PAX9,0.819688109,0.923001949
LRRC10,0.623501199,0.678657074
GK,0.718452381,0.882738095
FOXJ3,0.8105939,0.960406635
ZNF358,0.53427065,0.603397774
SFT2D1,0.641666667,0.714583333
CD247,0.561616162,0.527272727
GRM3,0.733712121,0.914015152
CHAMP1,0.561705617,0.733907339
INPP5F,0.67255075,0.818770227
ARHGAP11A,0.436848958,0.477213542
SUCNR1,0.412935323,0.308457711
HMGN2,0.864468864,0.985347985
SELENOM,0.597701149,0.832183908
UBE2J1,0.693834901,0.886102403
GJC2,0.551515152,0.603787879
OPA1,0.719488189,0.907480315
DENND4B,0.697172122,0.833222
RYR3,0.729350578,0.746595497
ZNF277,0.55654102,0.836659276
KTI12,0.460093897,0.361502347
STYXL2,0.484037964,0.444923785
SELENOT,0.767006803,0.972789116
ARHGEF15,0.615597783,0.648060174
TOX,0.762175838,0.8399747
CES1,0.563561804,0.379613357
CD3E,0.389423077,0.341346154
RUSC2,0.658976049,0.820698748
C1orf68,0.379814077,0.22310757
FICD,0.666666667,0.607116921
OSTC,0.76,0.946666667
R3HDM4,0.664188352,0.534076828
TSEN15,0.581395349,0.744186047
LTN1,0.593095642,0.821354461
RUNDC1,0.643865364,0.788273616
CCDC152,0.541176471,0.768627451
STKLD1,0.354870289,0.155163975
GRK5,0.771573604,0.78285392
TYW1,0.557526148,0.480218281
DCAF12,0.765785609,0.941262849
SFMBT2,0.679702048,0.483798883
ASB12,0.532915361,0.649947753
PNMA5,0.184112843,0.093541203
ITPRIPL1,0.62529976,0.715827338
SMC5,0.680580762,0.907441016
DCAF12L1,0.433908046,0.128591954
PRMT6,0.732269504,0.911347518
SHISA4,0.668350168,0.769360269
CIPC,0.6375,0.836666667
CAPZA2,0.824622532,0.966318235
TOP1,0.782419495,0.976066144
PRC1,0.623188406,0.706924316
BHLHB9,0.313868613,0.498783455
MAP3K3,0.800106326,0.936735779
L1CAM,0.591944886,0.500794913
SREBF2,0.70081728,0.793053123
C1orf174,0.336065574,0.267759563
POU3F3,0.788423154,0.866932801
RASGEF1A,0.762793914,0.781466113
SPOUT1,0.701149425,0.58709107
RPL39,0.717948718,0.66025641
DZIP3,0.631927213,0.837606838
KIAA0753,0.413911846,0.482782369
DCLRE1A,0.356067883,0.406660263
ATG9A,0.79484127,0.893253968
NOS1AP,0.713346483,0.828402367
CSAG1,0,0
APRT,0.602209945,0.217311234
GPRASP1,0.18887297,0.207258835
TBKBP1,0.738095238,0.774350649
MAGEE1,0.138135003,0.407098121
CCDC167,0.619047619,0.629251701
ZFP2,0.316738817,0.607503608
SOWAHA,0.467878788,0.30969697
L3MBTL3,0.71446863,0.830132309
DMD,0.662868511,0.826460481
MFAP3L,0.655284553,0.350406504
NAGA,0.627831715,0.601941748
SMG5,0.715830875,0.880039331
KIFBP,0.689710611,0.894962487
TGM2,0.621608527,0.308624031
ARMCX6,0.244739756,0.621262458
PJA2,0.570756935,0.724964739
RORB,0.813043478,0.949275362
SGMS1,0.786634461,0.933172303
OR10R2,0.432539683,0.507936508
OR10Z1,0.5,0.373673036
ZNF525,0,0
INF2,0.475466667,0.3392
IQANK1,0.233511586,0.191325015
AL139353.1,0.647058824,0.549019608
GP1BB,0.489533011,0.581320451
OR2T5,0.077004219,0.098101266
OR2L2,0.322683706,0.129925453
EFCAB2,0.599182004,0.492842536
COX20,0.591036415,0.467787115
CHML,0.452562151,0.65093861
STUM,0.774647887,0.953051643
CAPN8,0.500473485,0.246685606
TATDN3,0.591515152,0.837575758
CR1,0.271218206,0.172690763
RAET1G,0.063681592,0.047761194
C1orf53,0.335616438,0.349315068
SAMD5,0.747126437,0.802681992
TEDDM1,0.400243309,0.093673966
GJE1,0.488673139,0
ECT2L,0.482872928,0.4
GPR52,0.717311234,0.937384899
METTL11B,0.657276995,0.755868545
FCGR3A,0.274509804,0.091503268
TMEM244,0.248062016,0.359173127
OR6K3,0.493670886,0.170886076
CENPW,0.490636704,0.640449438
SPRN,0.449561404,0.175438596
FAM229B,0.691358025,0.75308642
FANK1,0.612716763,0.388246628
LORICRIN,0.148029819,0.118210863
PRR9,0.45014245,0.193732194
LELP1,0.38047138,0.252525253
SPRR2E,0.525114155,0.365296804
KPRP,0.282758621,0.093678161
EEF1AKMT2,0.425799087,0.573059361
FAM24A,0.201257862,0.050314465
DDO,0.504873294,0.332358674
PLPP4,0.805147059,0.909313725
H3C14,0.802919708,0.866180049
H2AC18,0.704834606,0.75826972
H2BC18,0.67654321,0.545679012
PNLIPRP3,0.300569801,0.294871795
H3C15,0.802919708,0.866180049
HSD3B1,0.494652406,0.23885918
HSD3B2,0.492403932,0.234137623
RBM20,0.612106406,0.565960912
SMIM9,0.096666667,0.003333333
C6orf163,0.44040404,0.575757576
RIPPLY2,0.426356589,0.431524548
GDI1,0.73139881,0.724702381
PCMTD2,0.611418048,0.79558011
SOX18,0.685714286,0.716883117
LIME1,0.25,0.172297297
OOEP,0.217777778,0.26
KHDC3L,0.146788991,0.116207951
DPPA5,0.353276353,0.290598291
C1orf146,0.622467772,0.887661142
SPANXN1,0,0
SPANXA2,0,0
CXorf66,0.023020258,0.019337017
C10orf62,0.34672619,0.229166667
SAMD13,0.786407767,0.974110032
RTL8A,0.567251462,0.625730994
CCDC160,0.178936605,0
C1orf141,0.133832086,0.08312552
EFCAB7,0.59047619,0.721164021
DEFB110,0.416666667,0.62254902
GLYATL3,0.514417532,0.455594002
LDLRAD1,0.503236246,0.158576052
RHOXF2B,0.029988466,0
ZYG11A,0.471052632,0.762280702
LCN8,0.259259259,0.095860566
C1orf185,0.345,0.32
GLT6D1,0.258724428,0
IFIT1B,0.174035088,0.115087719
CT83,0.070175439,0
LIPN,0.532999165,0.601503759
LIPK,0.511666667,0.5575
LIPJ,0.372388738,0.372388738
TRPC5OS,0.154761905,0
LRIT2,0.291591047,0.453115547
LRRC73,0.79915878,0.98212408
TCEAL5,0.278582931,0.181964573
SYS1,0.86836518,1
TCEAL6,0.199275362,0.221014493
INPP5B,0.650984683,0.794675419
RPA4,0.030534351,0.03307888
NEU4,0.425429553,0.21580756
MAFB,0.864197531,0.968106996
TRAF3IP1,0.445086705,0.462909441
CHIC1,0.736296296,0.918518519
GIGYF2,0.716410256,0.89974359
C2orf72,0.487612613,0.387387387
RUFY2,0.716639209,0.942888523
NHSL2,0.539151713,0.608210984
GGTA1,0.389438944,0.392739274
PHACTR4,0.580844002,0.668089142
CLPSL1,0.032786885,0
ASAH2B,0.513457557,0.581780538
AGAP6,0.400776322,0.047064532
TIMM23B,0.654320988,0.84303351
ZDHHC18,0.794344473,0.89545844
TMEM273,0.207692308,0.176923077
CXorf65,0.25,0.081521739
AGAP9,0.38593829,0.029843197
NPY4R,0.526595745,0.580673759
GPRIN2,0.435729847,0.314451707
SYT15,0.425750395,0.503949447
MACO1,0.820551378,0.95839599
PTPN20,0.355502771,0.385589865
ZDBF2,0.137013447,0.116348195
TXNDC8,0.399305556,0.208333333
AWAT1,0.481256332,0.436676798
DAXX,0.560053981,0.742690058
BMPR2,0.749117741,0.979467437
TCEA3,0.712511939,0.746895893
PFDN6,0.751282051,0.958974359
RING1,0.778050778,0.934479934
HSD17B8,0.651399491,0.821882952
RXRB,0.81772784,0.951935081
OXLD1,0.326576577,0.177927928
OR13C3,0.574712644,0.397509579
COL11A2,0.683424187,0.732283465
HLA-DOA,0.512616202,0.30810093
BRD2,0.704488778,0.920615129
HLA-DMA,0.482188295,0.424936387
COL5A2,0.678222222,0.904
PSMB8,0.614921781,0.561973526
TAP2,0.536632703,0.334303736
SPIN3,0.496782497,0.676962677
NBDY,0.52173913,0.579710145
TMEM235,0.264880952,0.208333333
PAGE3,0,0
HLA-DRA,0.505882353,0.383006536
BTNL2,0.33126294,0.104899931
COL15A1,0.504439645,0.470602352
TSBP1,0.13179669,0.115248227
TMEM225,0.191740413,0.042772861
NOTCH4,0.55904857,0.638888889
PBX2,0.795823666,0.959783449
AGER,0.525102881,0.637860082
RNF5,0.806629834,0.961325967
AGPAT1,0.79342723,0.975352113
PJVK,0.728045326,0.912181303
PRRT1,0.73072747,0.927252986
FKBPL,0.463809524,0.776190476
MRPL38,0.622922135,0.481189851
SMIM5,0.517094017,0.401709402
ERICH2,0.447983015,0.354564756
SP5,0.776106934,0.812865497
STK19,0.475158085,0.498644986
CD300LD,0.223931624,0.046153846
BTBD17,0.72651357,0.743215031
DXO,0.660789253,0.827875735
SKIV2L,0.694199412,0.753274526
NELFE,0.728783902,0.860892388
NXPE2,0.374404762,0.311904762
ZBTB12,0.788405797,0.776086957
SDHD,0.464583333,0.654166667
EHMT2,0.750619323,0.733828792
XAGE1A,0,0
LAYN,0.554666667,0.559111111
XAGE1B,0.004065041,0
SLC44A4,0.601500234,0.675105485
NEU1,0.590544872,0.693910256
HSPA1B,0.615784008,0.94184839
HSPA1A,0.615784008,0.940290758
HSPA1L,0.617341641,0.748182762
LSM2,0.725694444,0.78125
VARS1,0.699341238,0.666930171
VWA7,0.495889387,0.486920777
CARD16,0.207070707,0.057239057
MBD5,0.85628858,0.985532407
MSH5,0.6499002,0.837125749
CSHL1,0.660550459,0.203363914
MPIG6B,0.438016529,0.509641873
LY6G6C,0.558201058,0.764550265
LY6G6F,0.432885906,0.510067114
ABHD16A,0.753726893,0.867024448
LY6G5C,0.293598234,0.443708609
CSNK2B,0.851851852,0.978395062
GPANK1,0.486461251,0.640522876
C6orf47,0.462146893,0.642937853
FAM155A,0.671023965,0.766158315
APOM,0.58377425,0.830687831
TRIM49C,0.031640912,0.029433407
TRIM64,0.091111111,0.084444444
BAG6,0.7223736,0.854677566
PRRC2A,0.677479147,0.790855731
AIF1,0.675675676,0.75
NCR3,0.273927393,0.348184818
PRAMEF17,0,0
PRAMEF19,0,0
LST1,0.25170068,0.12585034
NFKBIL1,0.634380454,0.912739965
PRAMEF15,0,0
PRAMEF9,0,0.009742519
PRAMEF7,0,0
MCCD1,0.211111111,0.269444444
ZNF814,0.009735202,0.029205607
MICB,0,0
AADACL4,0.279411765,0.08496732
ZNF551,0.005464481,0.402384501
MICA,0.029661017,0
ZNF805,0.662626263,0.572390572
HLA-C,0.013623978,0.284287012
POU5F1,0.58079409,0.673130194
CCHCR1,0.517201835,0.603211009
PSORS1C2,0.508515815,0.425790754
CDSN,0.400628931,0.281761006
PSORS1C1,0.02832244,0.010893246
C6orf15,0.180981595,0.076687117
MUC21,0.045855379,0.016460905
DEFB121,0.212121212,0.38961039
DHX16,0.71081254,0.834293026
C6orf136,0.432595573,0.635144199
MRPS18B,0.540540541,0.477477477
PPP1R10,0.69571378,0.854410202
KRTAP5-11,0,0
KRTAP5-10,0,0
ABCF1,0.690307329,0.737982664
PRR3,0.67372134,0.91005291
LILRB3,0.066877304,0.095313323
DDR1,0.743169399,0.846994536
LRCOL1,0.210416667,0.04375
GNL1,0.728070175,0.895285088
HLA-E,0.325905292,0.276694522
DPRX,0.015625,0.045138889
TRIM39,0.706486834,0.916506101
ZNF468,0,0.000637349
TRIM15,0.238197425,0.228898426
ZNF616,0.035805627,0.391730605
FOXB2,0.681293303,0.703618168
TRIM10,0.562932227,0.1604426
TRIM40,0.189189189,0.151866152
TRIM31,0.071205008,0.012519562
RNF39,0.572446556,0.531274743
PPP1R11,0.776902887,1
DISP3,0.715242881,0.569992821
RACK1,0.738993711,0.813417191
HLA-G,0.221238938,0.624385447
TBC1D8,0.660034602,0.671280277
NMS,0.266233766,0.207792208
HLA-F,0.155756208,0.267118134
ZFP57,0.186840472,0.266294227
ASPDH,0.623239437,0.745305164
MOG,0.583333333,0.595430108
OR2H2,0.322683706,0.303514377
CBY3,0.289437586,0.061728395
C9orf57,0.257142857,0.016666667
IL31,0.103030303,0.034343434
AKT1S1,0.705577173,0.447470817
GABBR1,0.792446292,0.896396396
MAS1L,0.328056288,0.024626209
OR2H1,0.208201893,0.139852787
OR11A1,0.373417722,0.181434599
OR14J1,0.403726708,0.017598344
OR2J2,0.370607029,0.230031949
OR2J3,0.428418803,0.028846154
OR2J1,0.367412141,0.2342918
OR2B3,0.11358811,0.336518047
OR2W1,0.478712357,0.4807892
SPDYC,0.261904762,0.409297052
C9orf135,0.439130435,0.286956522
TRIM27,0.760700389,0.946822309
MALRD1,0.399629115,0.305053315
RANBP17,0.731864096,0.888276706
INSYN2B,0.502487562,0.639925373
FOXD4L5,0.354916067,0.260591527
AL391987.2,0,0
TTC25,0.542347697,0.533432392
MRPL53,0.601769912,0.584070796
MROH6,0.485648148,0.377777778
ATXN2,0.753460208,0.938869666
DCTN1,0.749543915,0.910867866
SPATA31A1,0.038822948,0.004945598
PNMA8B,0.176624738,0.243710692
TCTN1,0.460370995,0.474985947
FAM216A,0.411192214,0.599756691
ZBTB48,0.663280116,0.761490082
IGFL2,0.188295165,0.03307888
IGFL4,0.178666667,0.021333333
KRTAP9-3,0,0.122916667
KRTAP4-8,0.175213675,0.239316239
GPR20,0.590529248,0.414113278
KRTAP1-4,0.546448087,0.191256831
KRT40,0.534722222,0.374228395
KRT25,0.688100517,0.55210643
MZT1,0.686746988,0.78313253
SPINK9,0.168582375,0.283524904
LRRC3C,0.601449275,0.442028986
PRR20B,0.024024024,0
PRR20A,0.024024024,0
ZNF155,0.246134818,0.210265925
UQCC3,0.382978723,0.230496454
FBXO48,0.397435897,0.337606838
GRXCR2,0.655957162,0.689424364
FAM221B,0.316790736,0.35318445
CD177,0.234398782,0.01369863
PSG5,0.007936508,0.038690476
ZNF783,0.439975625,0.42717855
ZNF425,0.041611332,0.417441346
LRRC10B,0.778156997,0.874857793
FBXO47,0.593818985,0.767476085
C12orf73,0.597222222,0.717592593
PCDHGA1,0.536480687,0.500715308
PCDHA9,0.427620049,0.282860147
PCDHA8,0.406239047,0.298983526
PCDHA7,0.443496802,0.304548685
PCDHA5,0.450729278,0.373532551
PCDHA4,0.434247539,0.291842475
PCDHA2,0.43203372,0.469617141
PCDHA1,0.452155626,0.427970557
TRIM13,0.710784314,0.834150327
ERICH4,0.37913486,0.223918575
MS4A13,0.318082789,0.106753813
PRSS1,0.244623656,0.133064516
SPIRE2,0.606060606,0.398601399
AARD,0.155982906,0.098290598
PABPN1L,0.317801673,0.169653524
OR5D16,0.368794326,0.056737589
OR5L2,0.31517094,0.258547009
PKHD1L1,0.549638706,0.630065975
SLFN12L,0.29655575,0.009340339
SLC35B4,0.699799197,0.805220884
LGALS7,0.479318735,0.472019465
SYCE1L,0.288065844,0.231824417
TMEM231,0.665615142,0.669821241
FAM71F2,0.486021505,0.378494624
CCNI2,0.275675676,0.306306306
TMEM240,0.890804598,0.91954023
FRG2,0,0
FAM205A,0.420409182,0.228542914
CDKL4,0.658227848,0.609704641
TMEM88B,0.237804878,0.296747967
ACCSL,0.248388987,0.176918571
C4orf47,0.544086022,0.458064516
TRIQK,0.712643678,0.946360153
SDHAF1,0.497126437,0.563218391
ARID3C,0.625504439,0.679580307
PSENEN,0.800653595,0.928104575
C11orf91,0.625429553,0.565292096
FABP9,0.418546366,0.471177945
ZBTB10,0.771406728,0.962538226
C4orf46,0.48245614,0.789473684
SCGB2B2,0,0
LGR4,0.649509804,0.895658263
PSMB10,0.591240876,0.552311436
VIT,0.560038425,0.60326609
SPDYE2,0.06120761,0.143920596
E2F4,0.740740741,0.814814815
PDE7A,0.761214631,0.947550035
TMEM170B,0.79197995,0.90726817
MUC12,0.014305347,0.001936532
CTXN3,0.68699187,0.548780488
MGAT4D,0.338666667,0.278222222
SNX2,0.799358974,0.959615385
SAP25,0.262863535,0.135346756
NT5M,0.669577875,0.666666667
SARNP,0.789889415,0.947867299
OR6C68,0,0
OR6C65,0.001064963,0
OR6C3,0.594017094,0.56517094
OR6C1,0.587859425,0.060702875
ADGRG1,0.596414729,0.406492248
IPO7,0.790503689,0.974334296
PRR13,0.505592841,0.469798658
TECPR1,0.647226987,0.469982847
MT1H,0.274193548,0.311827957
SLCO6A1,0.175925926,0.05
MT1A,0.23655914,0.182795699
INSYN1,0.702947846,0.725623583
MT1M,0.279569892,0.440860215
CFI,0.412100457,0.280821918
OR52E6,0.123142251,0.064755839
SAMD9,0.437106918,0.53081761
KRT6A,0.487905605,0.450147493
CNEP1R1,0.668997669,0.881118881
KRT81,0.695652174,0.505270092
EXOC3L4,0.392346704,0.233287229
KRTAP12-3,0.261168385,0.048109966
IZUMO3,0.390277778,0.176388889
KRTAP10-2,0,0.006510417
TP53TG3D,0,0
TP53TG3C,0,0
ATP6AP1L,0.377777778,0.035555556
CCDC85C,0.703174603,0.798412698
OR52J3,0.502136752,0.38034188
OR51A2,0.417197452,0.300424628
OR51A4,0.417197452,0.31104034
C2CD4B,0.278538813,0.155251142
RGL3,0.55180497,0.443506798
NAP1L4,0.670212766,0.833333333
TMSB4X,0.859259259,0.962962963
TMEM256,0.684210526,0.862573099
CPT1B,0.657611039,0.69555843
SMN2,0.589830508,0.657627119
SERF1B,0.246246246,0.39039039
HMGN1,0.620462046,0.821782178
DENND6B,0.627986348,0.61774744
EIF3CL,0.763934426,0.830965392
LCMT1,0.625870647,0.710447761
MFSD2B,0.590759076,0.559075908
VCX3B,0,0
CDPF1,0.502688172,0.543010753
HTN3,0.057692308,0
LIN52,0.778761062,0.997050147
ARSH,0.153345175,0.065719361
ACOT6,0.467948718,0.46474359
SMIM11A,0.553672316,0.310734463
TECRL,0.541208791,0.464285714
DPF3,0.804469274,0.962756052
MANSC4,0.324535679,0.352883675
LINC00634,0.806763285,0.927536232
ETFRF1,0.743589744,0.871794872
C17orf107,0.37521815,0.263525305
MBD3L4,0.229665072,0
ITSN1,0.724157956,0.866821525
ITPRIPL2,0.633084577,0.660447761
DENND1C,0.460931006,0.458852868
CRLF2,0.11827957,0
CRYZL1,0.640952381,0.856190476
C5orf51,0.66440678,0.831638418
GAGE1,0.011299435,0
ARRDC5,0.436676798,0.227963526
CYS1,0.343815514,0.238993711
PLPP6,0.667792793,0.84009009
KLRC2,0.155172414,0.103448276
KLRC3,0.14384509,0.076071923
C16orf96,0.249562172,0.05283129
GMNC,0.56119403,0.648756219
TTC23L,0.378453039,0.537753223
CLEC6A,0.250793651,0.352380952
C22orf42,0,0
NANOGNB,0.058201058,0.052910053
LRRC72,0.47337963,0.396990741
C1QTNF9B,0.558882236,0.371257485
KRTAP5-6,0.028205128,0.133333333
KRTAP5-2,0.035580524,0
KRTAP5-1,0,0
DEFB134,0.288557214,0
DEFB135,0.235042735,0
DEFB136,0.240506329,0
BHLHA9,0.40819209,0.326271186
ZNF316,0.543283582,0.486567164
DAZ4,0.737511353,0.688465032
ONECUT3,0.697643098,0.595286195
CEMP1,0.008064516,0
OLIG2,0.758230453,0.800411523
C21orf62,0.378787879,0.375757576
RNPS1,0.738562092,0.845315904
DAZ2,0.735720375,0.68115942
NYNRIN,0.538353519,0.639283834
DNAJC19,0.797720798,0.994301994
IFITM5,0.614035088,0.428571429
SMIM21,0.006535948,0
C18orf63,0.310981535,0.342565598
DEFA1,0.003508772,0.035087719
DOK6,0.772088353,0.700803213
JPT2,0.511343805,0.404886562
TMEM211,0.325641026,0.048717949
SERPINB11,0.443596268,0.299406277
SERPINB4,0.274509804,0.150895141
SERPINB5,0.646276596,0.70035461
ZDHHC11B,0.163978495,0.000896057
KRTAP19-8,0.098958333,0
KRTAP20-3,0,0
KRTAP20-4,0,0
KRTAP22-2,0.217391304,0
KRTAP27-1,0.16025641,0.100961538
CFAP99,0.3995338,0.215850816
TMEM191C,0.389846743,0.277777778
RNASE13,0.322717622,0.114649682
HBA1,0.454545455,0.37995338
HBM,0.26056338,0.105633803
ELOA2,0.209991158,0.004862953
ATP10A,0.533333333,0.364666667
ANKUB1,0.425076453,0.555351682
TSSK2,0.731662024,0.554317549
PRR23A,0.220973783,0.032459426
FOXL2NB,0.073863636,0.090909091
COL6A6,0.521790342,0.507361602
RAB12,0.751020408,0.953741497
LRRC30,0.601545254,0.623620309
TMEM200C,0.47266881,0.498928189
OR10C1,0.26943557,0.110756124
HLA-A,0.215846995,0.503642987
HACD2,0.730718954,0.848366013
CFAP44,0.509793351,0.513387242
CD200R1L,0.270833333,0.093137255
LNP1,0.331471136,0.588454376
OR5K3,0.616977226,0.543478261
VGLL3,0.783893986,0.891946993
AC109583.1,0.299654577,0.135578584
TRIM71,0.751054852,0.778289221
ZCWPW2,0.41363212,0.521008403
ANKRD28,0.753320683,0.969323213
COLQ,0.666666667,0.800438596
METTL6,0.6,0.753216374
XKR4,0.752176139,0.749615975
GPX3,0.654867257,0.609144543
DIO2,0.45890411,0.573059361
SELENOH,0.579234973,0.704918033
DIO1,0.534161491,0.596273292
STK38L,0.743369176,0.990681004
SACM1L,0.719387755,0.949546485
TSN,0.77147016,0.935953421
SLC48A1,0.764172336,0.827664399
TSSK1B,0.524456522,0.473731884
PRR22,0.313632782,0.040977147
TAS2R19,0.033333333,0
TAS2R50,0.135555556,0.074444444
TAS2R14,0,0.027253669
TAS2R13,0.165570175,0.197368421
KRTAP16-1,0.386100386,0.250965251
KRTAP29-1,0.218323587,0.049707602
KRTAP9-6,0,0
CTAGE1,0,0
KRTAP4-11,0.151360544,0.158163265
KRTAP4-9,0.139020537,0.22906793
KRTAP2-3,0.516795866,0.627906977
KRTAP2-1,0.204134367,0.118863049
RTL8B,0.558479532,0.456140351
OR2A42,0.56698821,0.280814577
RNF208,0.749363868,0.669211196
KRTAP3-3,0.188552189,0.558922559
KRTAP3-2,0.696969697,0.515151515
KRTAP3-1,0.683501684,0.306397306
MAP10,0.207061069,0.212468193
KRTAP12-4,0.026548673,0
KRTAP10-3,0.153153153,0.018018018
KRTAP6-3,0.294294294,0.057057057
POU5F1B,0.000925926,0
ZNF580,0.739884393,1
ZNF611,0,0.016525024
KLK9,0.589641434,0.568393094
SYT3,0.763677383,0.849971799
NUP62,0.553855959,0.388145315
CGB8,0.5,0.090361446
DENND1B,0.549828179,0.536941581
SFT2D2,0.679089027,0.82194617
CEP43,0.538333333,0.56
SCAF8,0.686582809,0.931865828
CFAP45,0.585144928,0.665458937
ACKR1,0.321463897,0.283877349
ZNF254,0,0.016161616
TCTEX1D2,0.608391608,0.617715618
CRYGS,0.672253259,0.938547486
CRIP1,0.743589744,0.863247863
KLHL23,0.751341682,0.963625522
LINGO4,0.644781145,0.772166105
FAM24B,0.210526316,0.035087719
TRIM59,0.606435644,0.801155116
MLLT11,0.692307692,0.93040293
ASIC3,0.628446115,0.528822055
GIMAP1,0.209554832,0.100977199
CCDC183,0.45046729,0.197507788
ARHGEF35,0.061168385,0.006872852
OR2F1,0.678197065,0.512578616
CSH2,0.660550459,0.235474006
DNLZ,0.402234637,0.258845438
TCL1B,0.051679587,0
SUPT4H1,0.748587571,0.929378531
TSGA13,0.309178744,0.218599034
NRAS,0.771929825,0.978947368
LTC4S,0.57615894,0.686534216
ANKRD39,0.628623188,0.601449275
QTRT1,0.679867987,0.594884488
CHUK,0.781948168,0.969615728
MXD3,0.660225443,0.590982287
GSTM2,0.363774734,0.293759513
COG8,0.628602501,0.728656879
ARHGAP19,0.674074074,0.878114478
HAUS7,0.262872629,0.140921409
LCAT,0.675736961,0.540438398
MAGEA12,0,0
PTPRCAP,0.436392915,0.325281804
PVRIG,0.222222222,0.142711519
